Capacity data calculated from MERRA-2 by Lei Duan,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,solar
2015,8,12,23,0.607285184
2015,8,12,24,0.528499549
2015,8,13,1,0.384264938
2015,8,13,2,0.14776012
2015,8,13,3,0.005685821
2015,8,13,4,0
2015,8,13,5,0
2015,8,13,6,0
2015,8,13,7,0
2015,8,13,8,0
2015,8,13,9,0
2015,8,13,10,0
2015,8,13,11,0
2015,8,13,12,0
2015,8,13,13,0.030834019
2015,8,13,14,0.313357363
2015,8,13,15,0.599625254
2015,8,13,16,0.721334425
2015,8,13,17,0.767921281
2015,8,13,18,0.769773034
2015,8,13,19,0.755831426
2015,8,13,20,0.73724935
2015,8,13,21,0.723220156
2015,8,13,22,0.702389703
2015,8,13,23,0.648723559
2015,8,13,24,0.555139909
2015,8,14,1,0.379520785
2015,8,14,2,0.150084432
2015,8,14,3,0.00627576
2015,8,14,4,0
2015,8,14,5,0
2015,8,14,6,0
2015,8,14,7,0
2015,8,14,8,0
2015,8,14,9,0
2015,8,14,10,0
2015,8,14,11,0
2015,8,14,12,0
2015,8,14,13,0.014617018
2015,8,14,14,0.286673485
2015,8,14,15,0.584635825
2015,8,14,16,0.715597003
2015,8,14,17,0.762374464
2015,8,14,18,0.766779345
2015,8,14,19,0.748845607
2015,8,14,20,0.725883133
2015,8,14,21,0.704707693
2015,8,14,22,0.667769154
2015,8,14,23,0.613459997
2015,8,14,24,0.523299057
2015,8,15,1,0.36821774
2015,8,15,2,0.140791808
2015,8,15,3,0.004830958
2015,8,15,4,0
2015,8,15,5,0
2015,8,15,6,0
2015,8,15,7,0
2015,8,15,8,0
2015,8,15,9,0
2015,8,15,10,0
2015,8,15,11,0
2015,8,15,12,0
2015,8,15,13,0.018699073
2015,8,15,14,0.269581222
2015,8,15,15,0.557216694
2015,8,15,16,0.688266221
2015,8,15,17,0.743385075
2015,8,15,18,0.748118107
2015,8,15,19,0.737305186
2015,8,15,20,0.721593643
2015,8,15,21,0.708497172
2015,8,15,22,0.686146025
2015,8,15,23,0.635969152
2015,8,15,24,0.535393867
2015,8,16,1,0.375628199
2015,8,16,2,0.142181941
2015,8,16,3,0.001315991
2015,8,16,4,0
2015,8,16,5,0
2015,8,16,6,0
2015,8,16,7,0
2015,8,16,8,0
2015,8,16,9,0
2015,8,16,10,0
2015,8,16,11,0
2015,8,16,12,0
2015,8,16,13,0.016517841
2015,8,16,14,0.268623772
2015,8,16,15,0.501812647
2015,8,16,16,0.652247753
2015,8,16,17,0.715954086
2015,8,16,18,0.729163175
2015,8,16,19,0.719625954
2015,8,16,20,0.701224921
2015,8,16,21,0.680609018
2015,8,16,22,0.645042018
2015,8,16,23,0.587249519
2015,8,16,24,0.483473095
2015,8,17,1,0.33119861
2015,8,17,2,0.116872888
2015,8,17,3,0.001182117
2015,8,17,4,0
2015,8,17,5,0
2015,8,17,6,0
2015,8,17,7,0
2015,8,17,8,0
2015,8,17,9,0
2015,8,17,10,0
2015,8,17,11,0
2015,8,17,12,0
2015,8,17,13,0.011045443
2015,8,17,14,0.24349875
2015,8,17,15,0.514737076
2015,8,17,16,0.660179274
2015,8,17,17,0.723776772
2015,8,17,18,0.733793493
2015,8,17,19,0.729428027
2015,8,17,20,0.71904994
2015,8,17,21,0.707135691
2015,8,17,22,0.691271981
2015,8,17,23,0.663820076
2015,8,17,24,0.576752002
2015,8,18,1,0.406936499
2015,8,18,2,0.143899814
2015,8,18,3,0.001277149
2015,8,18,4,0
2015,8,18,5,0
2015,8,18,6,0
2015,8,18,7,0
2015,8,18,8,0
2015,8,18,9,0
2015,8,18,10,0
2015,8,18,11,0
2015,8,18,12,0
2015,8,18,13,0.014381863
2015,8,18,14,0.282071426
2015,8,18,15,0.59039597
2015,8,18,16,0.738170119
2015,8,18,17,0.807373001
2015,8,18,18,0.807388416
2015,8,18,19,0.797941175
2015,8,18,20,0.788405285
2015,8,18,21,0.786145647
2015,8,18,22,0.782615682
2015,8,18,23,0.752675557
2015,8,18,24,0.65591914
2015,8,19,1,0.464880028
2015,8,19,2,0.13703968
2015,8,19,3,0.000853187
2015,8,19,4,0
2015,8,19,5,0
2015,8,19,6,0
2015,8,19,7,0
2015,8,19,8,0
2015,8,19,9,0
2015,8,19,10,0
2015,8,19,11,0
2015,8,19,12,0
2015,8,19,13,0.010382401
2015,8,19,14,0.254557336
2015,8,19,15,0.574974832
2015,8,19,16,0.730458207
2015,8,19,17,0.800047417
2015,8,19,18,0.803941285
2015,8,19,19,0.796584198
2015,8,19,20,0.783928636
2015,8,19,21,0.779861021
2015,8,19,22,0.766067798
2015,8,19,23,0.734344214
2015,8,19,24,0.644710266
2015,8,20,1,0.453286097
2015,8,20,2,0.116409514
2015,8,20,3,0.000619297
2015,8,20,4,0
2015,8,20,5,0
2015,8,20,6,0
2015,8,20,7,0
2015,8,20,8,0
2015,8,20,9,0
2015,8,20,10,0
2015,8,20,11,0
2015,8,20,12,0
2015,8,20,13,0.009418994
2015,8,20,14,0.247121799
2015,8,20,15,0.560676598
2015,8,20,16,0.712657648
2015,8,20,17,0.778846705
2015,8,20,18,0.784470619
2015,8,20,19,0.772802186
2015,8,20,20,0.76071463
2015,8,20,21,0.755711783
2015,8,20,22,0.754746311
2015,8,20,23,0.720384907
2015,8,20,24,0.639328622
2015,8,21,1,0.451366116
2015,8,21,2,0.160870527
2015,8,21,3,0.001210014
2015,8,21,4,0
2015,8,21,5,0
2015,8,21,6,0
2015,8,21,7,0
2015,8,21,8,0
2015,8,21,9,0
2015,8,21,10,0
2015,8,21,11,0
2015,8,21,12,0
2015,8,21,13,0.005054287
2015,8,21,14,0.245130947
2015,8,21,15,0.567182098
2015,8,21,16,0.717269621
2015,8,21,17,0.778866989
2015,8,21,18,0.778624424
2015,8,21,19,0.776312054
2015,8,21,20,0.767805446
2015,8,21,21,0.766951945
2015,8,21,22,0.757343142
2015,8,21,23,0.730026399
2015,8,21,24,0.642082765
2015,8,22,1,0.462301956
2015,8,22,2,0.137686519
2015,8,22,3,0.000430989
2015,8,22,4,0
2015,8,22,5,0
2015,8,22,6,0
2015,8,22,7,0
2015,8,22,8,0
2015,8,22,9,0
2015,8,22,10,0
2015,8,22,11,0
2015,8,22,12,0
2015,8,22,13,0.003955956
2015,8,22,14,0.251074047
2015,8,22,15,0.586171716
2015,8,22,16,0.715696521
2015,8,22,17,0.777445903
2015,8,22,18,0.773795623
2015,8,22,19,0.763011233
2015,8,22,20,0.752671624
2015,8,22,21,0.749953616
2015,8,22,22,0.7422187
2015,8,22,23,0.707701549
2015,8,22,24,0.619341629
2015,8,23,1,0.443636066
2015,8,23,2,0.13381698
2015,8,23,3,0.000305568
2015,8,23,4,0
2015,8,23,5,0
2015,8,23,6,0
2015,8,23,7,0
2015,8,23,8,0
2015,8,23,9,0
2015,8,23,10,0
2015,8,23,11,0
2015,8,23,12,0
2015,8,23,13,0.003602127
2015,8,23,14,0.204433887
2015,8,23,15,0.50921911
2015,8,23,16,0.663897091
2015,8,23,17,0.722306474
2015,8,23,18,0.731142175
2015,8,23,19,0.719444538
2015,8,23,20,0.701863999
2015,8,23,21,0.684333538
2015,8,23,22,0.651855959
2015,8,23,23,0.600734714
2015,8,23,24,0.496087196
2015,8,24,1,0.352490353
2015,8,24,2,0.114594937
2015,8,24,3,0.00022867
2015,8,24,4,0
2015,8,24,5,0
2015,8,24,6,0
2015,8,24,7,0
2015,8,24,8,0
2015,8,24,9,0
2015,8,24,10,0
2015,8,24,11,0
2015,8,24,12,0
2015,8,24,13,0.007612297
2015,8,24,14,0.246322327
2015,8,24,15,0.509537795
2015,8,24,16,0.679128086
2015,8,24,17,0.737253192
2015,8,24,18,0.745268989
2015,8,24,19,0.73564517
2015,8,24,20,0.726605412
2015,8,24,21,0.72118947
2015,8,24,22,0.708264242
2015,8,24,23,0.657099742
2015,8,24,24,0.553870712
2015,8,25,1,0.389882839
2015,8,25,2,0.113613521
2015,8,25,3,0.00024677
2015,8,25,4,0
2015,8,25,5,0
2015,8,25,6,0
2015,8,25,7,0
2015,8,25,8,0
2015,8,25,9,0
2015,8,25,10,0
2015,8,25,11,0
2015,8,25,12,0
2015,8,25,13,0.007513462
2015,8,25,14,0.229822472
2015,8,25,15,0.44660013
2015,8,25,16,0.587337897
2015,8,25,17,0.649092472
2015,8,25,18,0.653275912
2015,8,25,19,0.633939876
2015,8,25,20,0.609807463
2015,8,25,21,0.584954728
2015,8,25,22,0.548745488
2015,8,25,23,0.492874042
2015,8,25,24,0.394826946
2015,8,26,1,0.254831748
2015,8,26,2,0.066204633
2015,8,26,3,0.000222266
2015,8,26,4,0
2015,8,26,5,0
2015,8,26,6,0
2015,8,26,7,0
2015,8,26,8,0
2015,8,26,9,0
2015,8,26,10,0
2015,8,26,11,0
2015,8,26,12,0
2015,8,26,13,0.006468211
2015,8,26,14,0.15971704
2015,8,26,15,0.37457871
2015,8,26,16,0.498703874
2015,8,26,17,0.562034255
2015,8,26,18,0.587301416
2015,8,26,19,0.589095341
2015,8,26,20,0.577909194
2015,8,26,21,0.555995923
2015,8,26,22,0.513623266
2015,8,26,23,0.45543198
2015,8,26,24,0.357919999
2015,8,27,1,0.23589337
2015,8,27,2,0.090902087
2015,8,27,3,0.000106674
2015,8,27,4,0
2015,8,27,5,0
2015,8,27,6,0
2015,8,27,7,0
2015,8,27,8,0
2015,8,27,9,0
2015,8,27,10,0
2015,8,27,11,0
2015,8,27,12,0
2015,8,27,13,0.002572339
2015,8,27,14,0.148426962
2015,8,27,15,0.458858494
2015,8,27,16,0.623021667
2015,8,27,17,0.688806878
2015,8,27,18,0.695618017
2015,8,27,19,0.68316236
2015,8,27,20,0.665959983
2015,8,27,21,0.646271695
2015,8,27,22,0.615983019
2015,8,27,23,0.570424591
2015,8,27,24,0.475871886
2015,8,28,1,0.325455742
2015,8,28,2,0.096924552
2015,8,28,3,6.06E-05
2015,8,28,4,0
2015,8,28,5,0
2015,8,28,6,0
2015,8,28,7,0
2015,8,28,8,0
2015,8,28,9,0
2015,8,28,10,0
2015,8,28,11,0
2015,8,28,12,0
2015,8,28,13,0.001943867
2015,8,28,14,0.204614126
2015,8,28,15,0.521752454
2015,8,28,16,0.689919711
2015,8,28,17,0.753457139
2015,8,28,18,0.753553435
2015,8,28,19,0.744850532
2015,8,28,20,0.728189517
2015,8,28,21,0.711436411
2015,8,28,22,0.679945444
2015,8,28,23,0.63143966
2015,8,28,24,0.521211767
2015,8,29,1,0.344692374
2015,8,29,2,0.075953496
2015,8,29,3,4.09E-05
2015,8,29,4,0
2015,8,29,5,0
2015,8,29,6,0
2015,8,29,7,0
2015,8,29,8,0
2015,8,29,9,0
2015,8,29,10,0
2015,8,29,11,0
2015,8,29,12,0
2015,8,29,13,0.000945709
2015,8,29,14,0.184568426
2015,8,29,15,0.518889368
2015,8,29,16,0.712889996
2015,8,29,17,0.758336688
2015,8,29,18,0.759910591
2015,8,29,19,0.746281437
2015,8,29,20,0.73269624
2015,8,29,21,0.725873607
2015,8,29,22,0.714019889
2015,8,29,23,0.680397173
2015,8,29,24,0.564907127
2015,8,30,1,0.375573797
2015,8,30,2,0.087622691
2015,8,30,3,4.53E-05
2015,8,30,4,0
2015,8,30,5,0
2015,8,30,6,0
2015,8,30,7,0
2015,8,30,8,0
2015,8,30,9,0
2015,8,30,10,0
2015,8,30,11,0
2015,8,30,12,0
2015,8,30,13,0.000644375
2015,8,30,14,0.175893517
2015,8,30,15,0.473344568
2015,8,30,16,0.655988571
2015,8,30,17,0.719521482
2015,8,30,18,0.727883529
2015,8,30,19,0.711886171
2015,8,30,20,0.690333028
2015,8,30,21,0.676998897
2015,8,30,22,0.649123757
2015,8,30,23,0.595040441
2015,8,30,24,0.481741068
2015,8,31,1,0.307146373
2015,8,31,2,0.074199832
2015,8,31,3,4.48E-05
2015,8,31,4,0
2015,8,31,5,0
2015,8,31,6,0
2015,8,31,7,0
2015,8,31,8,0
2015,8,31,9,0
2015,8,31,10,0
2015,8,31,11,0
2015,8,31,12,0
2015,8,31,13,0.000596525
2015,8,31,14,0.160994415
2015,8,31,15,0.489185321
2015,8,31,16,0.644625858
2015,8,31,17,0.714632722
2015,8,31,18,0.711947491
2015,8,31,19,0.701705624
2015,8,31,20,0.682689683
2015,8,31,21,0.668230405
2015,8,31,22,0.650123027
2015,8,31,23,0.609732563
2015,8,31,24,0.511949489
2015,9,1,1,0.327762209
2015,9,1,2,0.085123093
2015,9,1,3,3.28E-05
2015,9,1,4,0
2015,9,1,5,0
2015,9,1,6,0
2015,9,1,7,0
2015,9,1,8,0
2015,9,1,9,0
2015,9,1,10,0
2015,9,1,11,0
2015,9,1,12,0
2015,9,1,13,0.000492352
2015,9,1,14,0.184707311
2015,9,1,15,0.527976323
2015,9,1,16,0.702733197
2015,9,1,17,0.761072484
2015,9,1,18,0.753768116
2015,9,1,19,0.736126995
2015,9,1,20,0.71793648
2015,9,1,21,0.7028757
2015,9,1,22,0.679484598
2015,9,1,23,0.631668061
2015,9,1,24,0.518438021
2015,9,2,1,0.328377803
2015,9,2,2,0.093024522
2015,9,2,3,2.35E-05
2015,9,2,4,0
2015,9,2,5,0
2015,9,2,6,0
2015,9,2,7,0
2015,9,2,8,0
2015,9,2,9,0
2015,9,2,10,0
2015,9,2,11,0
2015,9,2,12,0
2015,9,2,13,0.000403856
2015,9,2,14,0.159764537
2015,9,2,15,0.479584005
2015,9,2,16,0.635198446
2015,9,2,17,0.701935293
2015,9,2,18,0.7009524
2015,9,2,19,0.68419928
2015,9,2,20,0.665571456
2015,9,2,21,0.648797257
2015,9,2,22,0.620687607
2015,9,2,23,0.574539493
2015,9,2,24,0.466762101
2015,9,3,1,0.295585116
2015,9,3,2,0.087499814
2015,9,3,3,2.46E-05
2015,9,3,4,0
2015,9,3,5,0
2015,9,3,6,0
2015,9,3,7,0
2015,9,3,8,0
2015,9,3,9,0
2015,9,3,10,0
2015,9,3,11,0
2015,9,3,12,0
2015,9,3,13,0.000277612
2015,9,3,14,0.119554433
2015,9,3,15,0.38821234
2015,9,3,16,0.561197275
2015,9,3,17,0.651348866
2015,9,3,18,0.671384155
2015,9,3,19,0.668819047
2015,9,3,20,0.657270201
2015,9,3,21,0.64521959
2015,9,3,22,0.625386334
2015,9,3,23,0.59369269
2015,9,3,24,0.507620229
2015,9,4,1,0.332532101
2015,9,4,2,0.107787857
2015,9,4,3,1.86E-05
2015,9,4,4,0
2015,9,4,5,0
2015,9,4,6,0
2015,9,4,7,0
2015,9,4,8,0
2015,9,4,9,0
2015,9,4,10,0
2015,9,4,11,0
2015,9,4,12,0
2015,9,4,13,0.00021223
2015,9,4,14,0.152588282
2015,9,4,15,0.4732208
2015,9,4,16,0.639565788
2015,9,4,17,0.712270909
2015,9,4,18,0.710722182
2015,9,4,19,0.688848671
2015,9,4,20,0.66661879
2015,9,4,21,0.64935365
2015,9,4,22,0.614543923
2015,9,4,23,0.561902741
2015,9,4,24,0.463706204
2015,9,5,1,0.293328858
2015,9,5,2,0.110563063
2015,9,5,3,1.25E-05
2015,9,5,4,0
2015,9,5,5,0
2015,9,5,6,0
2015,9,5,7,0
2015,9,5,8,0
2015,9,5,9,0
2015,9,5,10,0
2015,9,5,11,0
2015,9,5,12,0
2015,9,5,13,0.000148451
2015,9,5,14,0.112946629
2015,9,5,15,0.437755525
2015,9,5,16,0.622645075
2015,9,5,17,0.707977309
2015,9,5,18,0.719836227
2015,9,5,19,0.710800211
2015,9,5,20,0.694746597
2015,9,5,21,0.682297299
2015,9,5,22,0.658985505
2015,9,5,23,0.614694399
2015,9,5,24,0.520327324
2015,9,6,1,0.341388201
2015,9,6,2,0.092117583
2015,9,6,3,1.16E-05
2015,9,6,4,0
2015,9,6,5,0
2015,9,6,6,0
2015,9,6,7,0
2015,9,6,8,0
2015,9,6,9,0
2015,9,6,10,0
2015,9,6,11,0
2015,9,6,12,0
2015,9,6,13,0.000126914
2015,9,6,14,0.125888425
2015,9,6,15,0.499926053
2015,9,6,16,0.650898342
2015,9,6,17,0.731519009
2015,9,6,18,0.731889668
2015,9,6,19,0.718357637
2015,9,6,20,0.702198009
2015,9,6,21,0.693583214
2015,9,6,22,0.673766037
2015,9,6,23,0.624196316
2015,9,6,24,0.515307428
2015,9,7,1,0.30275284
2015,9,7,2,0.060507549
2015,9,7,3,5.89E-06
2015,9,7,4,0
2015,9,7,5,0
2015,9,7,6,0
2015,9,7,7,0
2015,9,7,8,0
2015,9,7,9,0
2015,9,7,10,0
2015,9,7,11,0
2015,9,7,12,0
2015,9,7,13,0.000103064
2015,9,7,14,0.124781186
2015,9,7,15,0.465066914
2015,9,7,16,0.648128153
2015,9,7,17,0.697966817
2015,9,7,18,0.700442049
2015,9,7,19,0.686375181
2015,9,7,20,0.670705722
2015,9,7,21,0.657671389
2015,9,7,22,0.634235065
2015,9,7,23,0.587434439
2015,9,7,24,0.477891514
2015,9,8,1,0.300047323
2015,9,8,2,0.084171679
2015,9,8,3,4.76E-06
2015,9,8,4,0
2015,9,8,5,0
2015,9,8,6,0
2015,9,8,7,0
2015,9,8,8,0
2015,9,8,9,0
2015,9,8,10,0
2015,9,8,11,0
2015,9,8,12,0
2015,9,8,13,7.37E-05
2015,9,8,14,0.139887969
2015,9,8,15,0.504560511
2015,9,8,16,0.701883037
2015,9,8,17,0.736547968
2015,9,8,18,0.731459566
2015,9,8,19,0.715763466
2015,9,8,20,0.697470266
2015,9,8,21,0.682182802
2015,9,8,22,0.661480042
2015,9,8,23,0.628235693
2015,9,8,24,0.516016829
2015,9,9,1,0.328240233
2015,9,9,2,0.049740657
2015,9,9,3,2.62E-06
2015,9,9,4,0
2015,9,9,5,0
2015,9,9,6,0
2015,9,9,7,0
2015,9,9,8,0
2015,9,9,9,0
2015,9,9,10,0
2015,9,9,11,0
2015,9,9,12,0
2015,9,9,13,3.13E-05
2015,9,9,14,0.089547459
2015,9,9,15,0.406561712
2015,9,9,16,0.606221692
2015,9,9,17,0.661941929
2015,9,9,18,0.672754212
2015,9,9,19,0.66960186
2015,9,9,20,0.656717841
2015,9,9,21,0.645548186
2015,9,9,22,0.623790044
2015,9,9,23,0.581081029
2015,9,9,24,0.474782446
2015,9,10,1,0.279476298
2015,9,10,2,0.041177982
2015,9,10,3,9.29E-07
2015,9,10,4,0
2015,9,10,5,0
2015,9,10,6,0
2015,9,10,7,0
2015,9,10,8,0
2015,9,10,9,0
2015,9,10,10,0
2015,9,10,11,0
2015,9,10,12,0
2015,9,10,13,4.30E-05
2015,9,10,14,0.084352284
2015,9,10,15,0.397048812
2015,9,10,16,0.584787703
2015,9,10,17,0.645528326
2015,9,10,18,0.667372589
2015,9,10,19,0.671386828
2015,9,10,20,0.666580786
2015,9,10,21,0.663192654
2015,9,10,22,0.651323996
2015,9,10,23,0.614475332
2015,9,10,24,0.509701987
2015,9,11,1,0.309352683
2015,9,11,2,0.042728839
2015,9,11,3,3.96E-07
2015,9,11,4,0
2015,9,11,5,0
2015,9,11,6,0
2015,9,11,7,0
2015,9,11,8,0
2015,9,11,9,0
2015,9,11,10,0
2015,9,11,11,0
2015,9,11,12,0
2015,9,11,13,2.70E-05
2015,9,11,14,0.108862004
2015,9,11,15,0.534055864
2015,9,11,16,0.717872152
2015,9,11,17,0.755401573
2015,9,11,18,0.75959579
2015,9,11,19,0.749251167
2015,9,11,20,0.738286847
2015,9,11,21,0.738245551
2015,9,11,22,0.728044762
2015,9,11,23,0.693987586
2015,9,11,24,0.58358017
2015,9,12,1,0.334856506
2015,9,12,2,0.031236464
2015,9,12,3,0
2015,9,12,4,0
2015,9,12,5,0
2015,9,12,6,0
2015,9,12,7,0
2015,9,12,8,0
2015,9,12,9,0
2015,9,12,10,0
2015,9,12,11,0
2015,9,12,12,0
2015,9,12,13,2.72E-05
2015,9,12,14,0.112791533
