Capacity data calculated from MERRA-2 by Lei Duan,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,solar
2016,9,17,4,0
2016,9,17,5,0
2016,9,17,6,0
2016,9,17,7,0
2016,9,17,8,0
2016,9,17,9,0
2016,9,17,10,0
2016,9,17,11,0
2016,9,17,12,0
2016,9,17,13,2.90E-06
2016,9,17,14,0.087556074
2016,9,17,15,0.495131212
2016,9,17,16,0.739870806
2016,9,17,17,0.765382404
2016,9,17,18,0.760766964
2016,9,17,19,0.745956998
2016,9,17,20,0.737297989
2016,9,17,21,0.742538848
2016,9,17,22,0.741498979
2016,9,17,23,0.715693195
2016,9,17,24,0.59782652
2016,9,18,1,0.352516076
2016,9,18,2,0.028434934
2016,9,18,3,0
2016,9,18,4,0
2016,9,18,5,0
2016,9,18,6,0
2016,9,18,7,0
2016,9,18,8,0
2016,9,18,9,0
2016,9,18,10,0
2016,9,18,11,0
2016,9,18,12,0
2016,9,18,13,0
2016,9,18,14,0.088418726
2016,9,18,15,0.508750731
2016,9,18,16,0.740197368
2016,9,18,17,0.767334288
2016,9,18,18,0.76073452
2016,9,18,19,0.747148656
2016,9,18,20,0.73616638
2016,9,18,21,0.739728981
2016,9,18,22,0.742152303
2016,9,18,23,0.721450906
2016,9,18,24,0.61167019
2016,9,19,1,0.356711774
2016,9,19,2,0.030637859
2016,9,19,3,0
2016,9,19,4,0
2016,9,19,5,0
2016,9,19,6,0
2016,9,19,7,0
2016,9,19,8,0
2016,9,19,9,0
2016,9,19,10,0
2016,9,19,11,0
2016,9,19,12,0
2016,9,19,13,2.13E-07
2016,9,19,14,0.10895155
2016,9,19,15,0.515550462
2016,9,19,16,0.713628765
2016,9,19,17,0.741333607
2016,9,19,18,0.730668908
2016,9,19,19,0.713980033
2016,9,19,20,0.700304986
2016,9,19,21,0.696766642
2016,9,19,22,0.684622358
2016,9,19,23,0.639247349
2016,9,19,24,0.507947029
2016,9,20,1,0.231847901
2016,9,20,2,0.020817727
2016,9,20,3,0
2016,9,20,4,0
2016,9,20,5,0
2016,9,20,6,0
2016,9,20,7,0
2016,9,20,8,0
2016,9,20,9,0
2016,9,20,10,0
2016,9,20,11,0
2016,9,20,12,0
2016,9,20,13,0
2016,9,20,14,0.077967387
2016,9,20,15,0.29535021
2016,9,20,16,0.468257076
2016,9,20,17,0.541615055
2016,9,20,18,0.563788506
2016,9,20,19,0.569936469
2016,9,20,20,0.562030892
2016,9,20,21,0.546072953
2016,9,20,22,0.51475275
2016,9,20,23,0.463227477
2016,9,20,24,0.359202932
2016,9,21,1,0.17905291
2016,9,21,2,0.021272193
2016,9,21,3,0
2016,9,21,4,0
2016,9,21,5,0
2016,9,21,6,0
2016,9,21,7,0
2016,9,21,8,0
2016,9,21,9,0
2016,9,21,10,0
2016,9,21,11,0
2016,9,21,12,0
2016,9,21,13,0
2016,9,21,14,0.047408402
2016,9,21,15,0.301172495
2016,9,21,16,0.491163415
2016,9,21,17,0.584655107
2016,9,21,18,0.617958352
2016,9,21,19,0.616516039
2016,9,21,20,0.601157719
2016,9,21,21,0.593115695
2016,9,21,22,0.569250278
2016,9,21,23,0.520834739
2016,9,21,24,0.412068706
2016,9,22,1,0.227104695
2016,9,22,2,0.018676115
2016,9,22,3,0
2016,9,22,4,0
2016,9,22,5,0
2016,9,22,6,0
2016,9,22,7,0
2016,9,22,8,0
2016,9,22,9,0
2016,9,22,10,0
2016,9,22,11,0
2016,9,22,12,0
2016,9,22,13,0
2016,9,22,14,0.071731719
2016,9,22,15,0.387096744
2016,9,22,16,0.625941631
2016,9,22,17,0.691066089
2016,9,22,18,0.698455771
2016,9,22,19,0.69150284
2016,9,22,20,0.682181283
2016,9,22,21,0.681160174
2016,9,22,22,0.671579248
2016,9,22,23,0.639218274
2016,9,22,24,0.525814007
2016,9,23,1,0.259720721
2016,9,23,2,0.018962887
2016,9,23,3,0
2016,9,23,4,0
2016,9,23,5,0
2016,9,23,6,0
2016,9,23,7,0
2016,9,23,8,0
2016,9,23,9,0
2016,9,23,10,0
2016,9,23,11,0
2016,9,23,12,0
2016,9,23,13,0
2016,9,23,14,0.069164173
2016,9,23,15,0.426498393
2016,9,23,16,0.652264705
2016,9,23,17,0.73729632
2016,9,23,18,0.738820892
2016,9,23,19,0.728745674
2016,9,23,20,0.721592692
2016,9,23,21,0.727193641
2016,9,23,22,0.727210714
2016,9,23,23,0.68876176
2016,9,23,24,0.553109142
2016,9,24,1,0.273254432
2016,9,24,2,0.014452381
2016,9,24,3,0
2016,9,24,4,0
2016,9,24,5,0
2016,9,24,6,0
2016,9,24,7,0
2016,9,24,8,0
2016,9,24,9,0
2016,9,24,10,0
2016,9,24,11,0
2016,9,24,12,0
2016,9,24,13,0
2016,9,24,14,0.048043248
2016,9,24,15,0.412211552
2016,9,24,16,0.686029767
2016,9,24,17,0.74233484
2016,9,24,18,0.741410355
2016,9,24,19,0.72703617
2016,9,24,20,0.717065479
2016,9,24,21,0.719363062
2016,9,24,22,0.714475352
2016,9,24,23,0.689195898
2016,9,24,24,0.586962615
2016,9,25,1,0.295826205
2016,9,25,2,0.021975119
2016,9,25,3,0
2016,9,25,4,0
2016,9,25,5,0
2016,9,25,6,0
2016,9,25,7,0
2016,9,25,8,0
2016,9,25,9,0
2016,9,25,10,0
2016,9,25,11,0
2016,9,25,12,0
2016,9,25,13,0
2016,9,25,14,0.040994737
2016,9,25,15,0.411652283
2016,9,25,16,0.702219927
2016,9,25,17,0.735546524
2016,9,25,18,0.726703488
2016,9,25,19,0.711337482
2016,9,25,20,0.694799289
2016,9,25,21,0.691413634
2016,9,25,22,0.680419405
2016,9,25,23,0.648349099
2016,9,25,24,0.52275047
2016,9,26,1,0.272265979
2016,9,26,2,0.011276126
2016,9,26,3,0
2016,9,26,4,0
2016,9,26,5,0
2016,9,26,6,0
2016,9,26,7,0
2016,9,26,8,0
2016,9,26,9,0
2016,9,26,10,0
2016,9,26,11,0
2016,9,26,12,0
2016,9,26,13,0
2016,9,26,14,0.041704107
2016,9,26,15,0.367674759
2016,9,26,16,0.645343862
2016,9,26,17,0.692714462
2016,9,26,18,0.693260568
2016,9,26,19,0.680886356
2016,9,26,20,0.666092924
2016,9,26,21,0.660684123
2016,9,26,22,0.647841868
2016,9,26,23,0.616650871
2016,9,26,24,0.49934344
2016,9,27,1,0.238181777
2016,9,27,2,0.012223411
2016,9,27,3,0
2016,9,27,4,0
2016,9,27,5,0
2016,9,27,6,0
2016,9,27,7,0
2016,9,27,8,0
2016,9,27,9,0
2016,9,27,10,0
2016,9,27,11,0
2016,9,27,12,0
2016,9,27,13,0
2016,9,27,14,0.040493724
2016,9,27,15,0.406096129
2016,9,27,16,0.687318576
2016,9,27,17,0.736820547
2016,9,27,18,0.731969431
2016,9,27,19,0.716398101
2016,9,27,20,0.703496162
2016,9,27,21,0.702200668
2016,9,27,22,0.695559789
2016,9,27,23,0.657699498
2016,9,27,24,0.52644221
2016,9,28,1,0.231557588
2016,9,28,2,0.009690722
2016,9,28,3,0
2016,9,28,4,0
2016,9,28,5,0
2016,9,28,6,0
2016,9,28,7,0
2016,9,28,8,0
2016,9,28,9,0
2016,9,28,10,0
2016,9,28,11,0
2016,9,28,12,0
2016,9,28,13,0
2016,9,28,14,0.04662973
2016,9,28,15,0.394297999
2016,9,28,16,0.661769095
2016,9,28,17,0.719011344
2016,9,28,18,0.716741421
2016,9,28,19,0.698371463
2016,9,28,20,0.679262077
2016,9,28,21,0.668990486
2016,9,28,22,0.642823411
2016,9,28,23,0.578751612
2016,9,28,24,0.432726298
2016,9,29,1,0.170816103
2016,9,29,2,0.008304425
2016,9,29,3,0
2016,9,29,4,0
2016,9,29,5,0
2016,9,29,6,0
2016,9,29,7,0
2016,9,29,8,0
2016,9,29,9,0
2016,9,29,10,0
2016,9,29,11,0
2016,9,29,12,0
2016,9,29,13,0
2016,9,29,14,0.042633777
2016,9,29,15,0.359712147
2016,9,29,16,0.588624907
2016,9,29,17,0.663032071
2016,9,29,18,0.6625241
2016,9,29,19,0.635164541
2016,9,29,20,0.609510417
2016,9,29,21,0.594982423
2016,9,29,22,0.566565138
2016,9,29,23,0.516842029
2016,9,29,24,0.403414367
2016,9,30,1,0.182452109
2016,9,30,2,0.00696792
2016,9,30,3,0
2016,9,30,4,0
2016,9,30,5,0
2016,9,30,6,0
2016,9,30,7,0
2016,9,30,8,0
2016,9,30,9,0
2016,9,30,10,0
2016,9,30,11,0
2016,9,30,12,0
2016,9,30,13,0
2016,9,30,14,0.027815316
2016,9,30,15,0.286599746
2016,9,30,16,0.558977145
2016,9,30,17,0.663160765
2016,9,30,18,0.67149661
2016,9,30,19,0.657643912
2016,9,30,20,0.647566943
2016,9,30,21,0.650632868
2016,9,30,22,0.648865669
2016,9,30,23,0.621498418
2016,9,30,24,0.508205497
2016,10,1,1,0.243061456
2016,10,1,2,0.014262871
2016,10,1,3,0
2016,10,1,4,0
2016,10,1,5,0
2016,10,1,6,0
2016,10,1,7,0
2016,10,1,8,0
2016,10,1,9,0
2016,10,1,10,0
2016,10,1,11,0
2016,10,1,12,0
2016,10,1,13,0
2016,10,1,14,0.038544101
2016,10,1,15,0.39964734
2016,10,1,16,0.695636656
2016,10,1,17,0.751238332
2016,10,1,18,0.733392488
2016,10,1,19,0.709784126
2016,10,1,20,0.696378845
2016,10,1,21,0.703683962
2016,10,1,22,0.712939862
2016,10,1,23,0.696143728
2016,10,1,24,0.577039346
2016,10,2,1,0.252998598
2016,10,2,2,0.004861692
2016,10,2,3,0
2016,10,2,4,0
2016,10,2,5,0
2016,10,2,6,0
2016,10,2,7,0
2016,10,2,8,0
2016,10,2,9,0
2016,10,2,10,0
2016,10,2,11,0
2016,10,2,12,0
2016,10,2,13,0
2016,10,2,14,0.041140384
2016,10,2,15,0.391811617
2016,10,2,16,0.696271622
2016,10,2,17,0.751347733
2016,10,2,18,0.734022353
2016,10,2,19,0.710753574
2016,10,2,20,0.696200167
2016,10,2,21,0.701026373
2016,10,2,22,0.708404899
2016,10,2,23,0.68294259
2016,10,2,24,0.553766441
2016,10,3,1,0.22151219
2016,10,3,2,0.004346194
2016,10,3,3,0
2016,10,3,4,0
2016,10,3,5,0
2016,10,3,6,0
2016,10,3,7,0
2016,10,3,8,0
2016,10,3,9,0
2016,10,3,10,0
2016,10,3,11,0
2016,10,3,12,0
2016,10,3,13,0
2016,10,3,14,0.028871162
2016,10,3,15,0.34632834
2016,10,3,16,0.643167615
2016,10,3,17,0.707789693
2016,10,3,18,0.707475956
2016,10,3,19,0.696391837
2016,10,3,20,0.691758968
2016,10,3,21,0.699970817
2016,10,3,22,0.700586026
2016,10,3,23,0.684364144
2016,10,3,24,0.561663478
2016,10,4,1,0.229602675
2016,10,4,2,0.00280466
2016,10,4,3,0
2016,10,4,4,0
2016,10,4,5,0
2016,10,4,6,0
2016,10,4,7,0
2016,10,4,8,0
2016,10,4,9,0
2016,10,4,10,0
2016,10,4,11,0
2016,10,4,12,0
2016,10,4,13,0
2016,10,4,14,0.028333358
2016,10,4,15,0.393420444
2016,10,4,16,0.732269683
2016,10,4,17,0.773871274
2016,10,4,18,0.766591809
2016,10,4,19,0.747788994
2016,10,4,20,0.735335314
2016,10,4,21,0.742181965
2016,10,4,22,0.748213653
2016,10,4,23,0.732619944
2016,10,4,24,0.587742186
2016,10,5,1,0.234735773
2016,10,5,2,0.002723395
2016,10,5,3,0
2016,10,5,4,0
2016,10,5,5,0
2016,10,5,6,0
2016,10,5,7,0
2016,10,5,8,0
2016,10,5,9,0
2016,10,5,10,0
2016,10,5,11,0
2016,10,5,12,0
2016,10,5,13,0
2016,10,5,14,0.026937489
2016,10,5,15,0.386338368
2016,10,5,16,0.73522417
2016,10,5,17,0.774422087
2016,10,5,18,0.75643801
2016,10,5,19,0.733051824
2016,10,5,20,0.718862667
2016,10,5,21,0.723901264
2016,10,5,22,0.729608101
2016,10,5,23,0.710276092
2016,10,5,24,0.561998465
2016,10,6,1,0.215404759
2016,10,6,2,0.002861388
2016,10,6,3,0
2016,10,6,4,0
2016,10,6,5,0
2016,10,6,6,0
2016,10,6,7,0
2016,10,6,8,0
2016,10,6,9,0
2016,10,6,10,0
2016,10,6,11,0
2016,10,6,12,0
2016,10,6,13,0
2016,10,6,14,0.022041429
2016,10,6,15,0.332598675
2016,10,6,16,0.710983703
2016,10,6,17,0.756156769
2016,10,6,18,0.736122219
2016,10,6,19,0.717137562
2016,10,6,20,0.704764189
2016,10,6,21,0.709935091
2016,10,6,22,0.713058214
2016,10,6,23,0.683949698
2016,10,6,24,0.551364645
2016,10,7,1,0.209579254
2016,10,7,2,0.003522521
2016,10,7,3,0
2016,10,7,4,0
2016,10,7,5,0
2016,10,7,6,0
2016,10,7,7,0
2016,10,7,8,0
2016,10,7,9,0
2016,10,7,10,0
2016,10,7,11,0
2016,10,7,12,0
2016,10,7,13,0
2016,10,7,14,0.016531808
2016,10,7,15,0.37611453
2016,10,7,16,0.679396939
2016,10,7,17,0.732634982
2016,10,7,18,0.727578007
2016,10,7,19,0.707062796
2016,10,7,20,0.694104988
2016,10,7,21,0.696941068
2016,10,7,22,0.696711338
2016,10,7,23,0.672958659
2016,10,7,24,0.516025641
2016,10,8,1,0.173460448
2016,10,8,2,0.001296448
2016,10,8,3,0
2016,10,8,4,0
2016,10,8,5,0
2016,10,8,6,0
2016,10,8,7,0
2016,10,8,8,0
2016,10,8,9,0
2016,10,8,10,0
2016,10,8,11,0
2016,10,8,12,0
2016,10,8,13,0
2016,10,8,14,0.011474644
2016,10,8,15,0.2288048
2016,10,8,16,0.504026367
2016,10,8,17,0.600412578
2016,10,8,18,0.607214786
2016,10,8,19,0.589933903
2016,10,8,20,0.571371087
2016,10,8,21,0.557789335
2016,10,8,22,0.530642643
2016,10,8,23,0.490970202
2016,10,8,24,0.384725682
2016,10,9,1,0.165638142
2016,10,9,2,0.001966098
2016,10,9,3,0
2016,10,9,4,0
2016,10,9,5,0
2016,10,9,6,0
2016,10,9,7,0
2016,10,9,8,0
2016,10,9,9,0
2016,10,9,10,0
2016,10,9,11,0
2016,10,9,12,0
2016,10,9,13,0
2016,10,9,14,0.00958612
2016,10,9,15,0.243277798
2016,10,9,16,0.562678906
2016,10,9,17,0.656158464
2016,10,9,18,0.651208219
2016,10,9,19,0.629120789
2016,10,9,20,0.608468941
2016,10,9,21,0.595422116
2016,10,9,22,0.58141713
2016,10,9,23,0.555737463
2016,10,9,24,0.454807453
2016,10,10,1,0.18453472
2016,10,10,2,0.000944423
2016,10,10,3,0
2016,10,10,4,0
2016,10,10,5,0
2016,10,10,6,0
2016,10,10,7,0
2016,10,10,8,0
2016,10,10,9,0
2016,10,10,10,0
2016,10,10,11,0
2016,10,10,12,0
2016,10,10,13,0
2016,10,10,14,0.023213102
2016,10,10,15,0.350916034
2016,10,10,16,0.616738552
2016,10,10,17,0.686721039
2016,10,10,18,0.679692412
2016,10,10,19,0.662447718
2016,10,10,20,0.649416594
2016,10,10,21,0.651186069
2016,10,10,22,0.650668157
2016,10,10,23,0.61270809
2016,10,10,24,0.453849459
2016,10,11,1,0.128458912
2016,10,11,2,0.000628203
2016,10,11,3,0
2016,10,11,4,0
2016,10,11,5,0
2016,10,11,6,0
2016,10,11,7,0
2016,10,11,8,0
2016,10,11,9,0
2016,10,11,10,0
2016,10,11,11,0
2016,10,11,12,0
2016,10,11,13,0
2016,10,11,14,0.015358772
2016,10,11,15,0.301236687
2016,10,11,16,0.589774331
2016,10,11,17,0.679293392
2016,10,11,18,0.679859864
2016,10,11,19,0.663597668
2016,10,11,20,0.653321968
2016,10,11,21,0.659470468
2016,10,11,22,0.666453279
2016,10,11,23,0.648418156
2016,10,11,24,0.510898531
2016,10,12,1,0.173492623
2016,10,12,2,0.000512947
2016,10,12,3,0
2016,10,12,4,0
2016,10,12,5,0
2016,10,12,6,0
2016,10,12,7,0
2016,10,12,8,0
2016,10,12,9,0
2016,10,12,10,0
2016,10,12,11,0
2016,10,12,12,0
2016,10,12,13,0
2016,10,12,14,0.013642472
2016,10,12,15,0.303580887
2016,10,12,16,0.616624531
2016,10,12,17,0.695180949
2016,10,12,18,0.698974613
2016,10,12,19,0.673244658
2016,10,12,20,0.655332623
2016,10,12,21,0.654240143
2016,10,12,22,0.651113996
2016,10,12,23,0.596586275
2016,10,12,24,0.430189566
2016,10,13,1,0.14220293
2016,10,13,2,0.000337611
2016,10,13,3,0
2016,10,13,4,0
2016,10,13,5,0
2016,10,13,6,0
2016,10,13,7,0
2016,10,13,8,0
2016,10,13,9,0
2016,10,13,10,0
2016,10,13,11,0
2016,10,13,12,0
2016,10,13,13,0
2016,10,13,14,0.006897139
2016,10,13,15,0.24105995
2016,10,13,16,0.552639352
2016,10,13,17,0.630931961
2016,10,13,18,0.634049768
2016,10,13,19,0.623927483
2016,10,13,20,0.617178832
2016,10,13,21,0.624879302
2016,10,13,22,0.630999346
2016,10,13,23,0.602965677
2016,10,13,24,0.4533131
2016,10,14,1,0.113804978
2016,10,14,2,0.000199088
2016,10,14,3,0
2016,10,14,4,0
2016,10,14,5,0
2016,10,14,6,0
2016,10,14,7,0
2016,10,14,8,0
2016,10,14,9,0
2016,10,14,10,0
2016,10,14,11,0
2016,10,14,12,0
2016,10,14,13,0
2016,10,14,14,0.009108093
2016,10,14,15,0.278243858
2016,10,14,16,0.543545931
2016,10,14,17,0.62779374
2016,10,14,18,0.640688195
2016,10,14,19,0.633717188
2016,10,14,20,0.628630635
2016,10,14,21,0.634962042
2016,10,14,22,0.64107852
2016,10,14,23,0.602245479
2016,10,14,24,0.439099521
2016,10,15,1,0.094798737
2016,10,15,2,0.000143746
2016,10,15,3,0
2016,10,15,4,0
2016,10,15,5,0
2016,10,15,6,0
2016,10,15,7,0
2016,10,15,8,0
2016,10,15,9,0
2016,10,15,10,0
2016,10,15,11,0
2016,10,15,12,0
2016,10,15,13,0
2016,10,15,14,0.009391996
2016,10,15,15,0.32177973
2016,10,15,16,0.629461368
2016,10,15,17,0.700651281
2016,10,15,18,0.694716784
2016,10,15,19,0.675898882
2016,10,15,20,0.667628248
2016,10,15,21,0.6784979
2016,10,15,22,0.695430098
2016,10,15,23,0.680418617
2016,10,15,24,0.496360713
2016,10,16,1,0.117254467
2016,10,16,2,0.000116512
2016,10,16,3,0
2016,10,16,4,0
2016,10,16,5,0
2016,10,16,6,0
2016,10,16,7,0
2016,10,16,8,0
2016,10,16,9,0
2016,10,16,10,0
2016,10,16,11,0
2016,10,16,12,0
2016,10,16,13,0
2016,10,16,14,0.008180655
2016,10,16,15,0.316545048
2016,10,16,16,0.570354859
2016,10,16,17,0.644698672
2016,10,16,18,0.644541112
2016,10,16,19,0.626674721
2016,10,16,20,0.618895279
2016,10,16,21,0.623341562
2016,10,16,22,0.632523311
2016,10,16,23,0.614182157
2016,10,16,24,0.457135201
2016,10,17,1,0.108158958
2016,10,17,2,8.49E-05
2016,10,17,3,0
2016,10,17,4,0
2016,10,17,5,0
2016,10,17,6,0
2016,10,17,7,0
2016,10,17,8,0
2016,10,17,9,0
2016,10,17,10,0
2016,10,17,11,0
2016,10,17,12,0
2016,10,17,13,0
2016,10,17,14,0.007917434
2016,10,17,15,0.300611351
2016,10,17,16,0.601065528
2016,10,17,17,0.687739062
2016,10,17,18,0.691220953
2016,10,17,19,0.669707314
2016,10,17,20,0.659999624
2016,10,17,21,0.671800378
2016,10,17,22,0.693862803
2016,10,17,23,0.685770137
2016,10,17,24,0.511763415
2016,10,18,1,0.121345168
2016,10,18,2,8.84E-05
2016,10,18,3,0
2016,10,18,4,0
2016,10,18,5,0
2016,10,18,6,0
2016,10,18,7,0
2016,10,18,8,0
2016,10,18,9,0
2016,10,18,10,0
2016,10,18,11,0
2016,10,18,12,0
2016,10,18,13,0
2016,10,18,14,0.005859479
2016,10,18,15,0.280013472
2016,10,18,16,0.672675936
2016,10,18,17,0.73685576
2016,10,18,18,0.711550163
2016,10,18,19,0.683894044
2016,10,18,20,0.667815747
2016,10,18,21,0.674582254
2016,10,18,22,0.68845269
2016,10,18,23,0.668956959
2016,10,18,24,0.496270711
2016,10,19,1,0.118950298
2016,10,19,2,6.18E-05
2016,10,19,3,0
2016,10,19,4,0
2016,10,19,5,0
2016,10,19,6,0
2016,10,19,7,0
2016,10,19,8,0
2016,10,19,9,0
2016,10,19,10,0
2016,10,19,11,0
2016,10,19,12,0
2016,10,19,13,0
2016,10,19,14,0.005029232
2016,10,19,15,0.268479126
2016,10,19,16,0.691451623
2016,10,19,17,0.743622795
2016,10,19,18,0.717615262
2016,10,19,19,0.689882706
2016,10,19,20,0.676379995
2016,10,19,21,0.685461966
2016,10,19,22,0.701086143
2016,10,19,23,0.688826761
2016,10,19,24,0.516668056
2016,10,20,1,0.115013945
2016,10,20,2,5.10E-05
2016,10,20,3,0
2016,10,20,4,0
2016,10,20,5,0
2016,10,20,6,0
2016,10,20,7,0
2016,10,20,8,0
2016,10,20,9,0
2016,10,20,10,0
2016,10,20,11,0
2016,10,20,12,0
2016,10,20,13,0
2016,10,20,14,0.004775819
2016,10,20,15,0.248577683
2016,10,20,16,0.679158865
2016,10,20,17,0.735049136
2016,10,20,18,0.721763158
2016,10,20,19,0.696209191
2016,10,20,20,0.682562924
2016,10,20,21,0.69208123
2016,10,20,22,0.709913145
2016,10,20,23,0.699666318
2016,10,20,24,0.519754521
2016,10,21,1,0.118390691
2016,10,21,2,3.32E-05
2016,10,21,3,0
2016,10,21,4,0
2016,10,21,5,0
2016,10,21,6,0
2016,10,21,7,0
2016,10,21,8,0
2016,10,21,9,0
2016,10,21,10,0
2016,10,21,11,0
2016,10,21,12,0
2016,10,21,13,0
2016,10,21,14,0.003468752
2016,10,21,15,0.24933612
2016,10,21,16,0.680874648
2016,10,21,17,0.737075741
2016,10,21,18,0.711332712
2016,10,21,19,0.684135981
2016,10,21,20,0.670199232
2016,10,21,21,0.678842593
2016,10,21,22,0.698276921
2016,10,21,23,0.694854273
2016,10,21,24,0.511784767
2016,10,22,1,0.11249762
2016,10,22,2,2.65E-05
2016,10,22,3,0
2016,10,22,4,0
2016,10,22,5,0
2016,10,22,6,0
2016,10,22,7,0
2016,10,22,8,0
2016,10,22,9,0
2016,10,22,10,0
2016,10,22,11,0
2016,10,22,12,0
2016,10,22,13,0
2016,10,22,14,0.00289866
2016,10,22,15,0.260856416
2016,10,22,16,0.610875017
2016,10,22,17,0.683499825
2016,10,22,18,0.67245077
2016,10,22,19,0.649545307
2016,10,22,20,0.637889708
2016,10,22,21,0.646080144
2016,10,22,22,0.661405422
2016,10,22,23,0.626412455
2016,10,22,24,0.430356689
2016,10,23,1,0.08601568
2016,10,23,2,1.29E-05
2016,10,23,3,0
2016,10,23,4,0
2016,10,23,5,0
2016,10,23,6,0
2016,10,23,7,0
2016,10,23,8,0
2016,10,23,9,0
2016,10,23,10,0
2016,10,23,11,0
2016,10,23,12,0
2016,10,23,13,0
2016,10,23,14,0.001417421
2016,10,23,15,0.223697295
2016,10,23,16,0.484603743
2016,10,23,17,0.599793603
2016,10,23,18,0.614239391
2016,10,23,19,0.596496189
2016,10,23,20,0.581285698
2016,10,23,21,0.581714306
2016,10,23,22,0.580466725
2016,10,23,23,0.532745949
2016,10,23,24,0.352880148
2016,10,24,1,0.056875904
2016,10,24,2,1.15E-05
2016,10,24,3,0
2016,10,24,4,0
2016,10,24,5,0
2016,10,24,6,0
2016,10,24,7,0
2016,10,24,8,0
2016,10,24,9,0
2016,10,24,10,0
2016,10,24,11,0
2016,10,24,12,0
2016,10,24,13,0
2016,10,24,14,0.002100722
2016,10,24,15,0.224026391
2016,10,24,16,0.420681563
2016,10,24,17,0.511730318
2016,10,24,18,0.529668904
2016,10,24,19,0.517685147
2016,10,24,20,0.501168211
2016,10,24,21,0.484367319
2016,10,24,22,0.450329618
2016,10,24,23,0.379410409
2016,10,24,24,0.226738117
2016,10,25,1,0.049074739
2016,10,25,2,1.28E-05
2016,10,25,3,0
2016,10,25,4,0
2016,10,25,5,0
2016,10,25,6,0
2016,10,25,7,0
2016,10,25,8,0
2016,10,25,9,0
2016,10,25,10,0
2016,10,25,11,0
2016,10,25,12,0
2016,10,25,13,0
2016,10,25,14,0.000608579
2016,10,25,15,0.103372581
2016,10,25,16,0.36828485
2016,10,25,17,0.527803565
2016,10,25,18,0.586260272
2016,10,25,19,0.580518424
2016,10,25,20,0.571921235
2016,10,25,21,0.584531616
2016,10,25,22,0.604489296
2016,10,25,23,0.590425714
2016,10,25,24,0.450823049
2016,10,26,1,0.084430236
2016,10,26,2,1.25E-05
2016,10,26,3,0
2016,10,26,4,0
2016,10,26,5,0
2016,10,26,6,0
2016,10,26,7,0
2016,10,26,8,0
2016,10,26,9,0
2016,10,26,10,0
2016,10,26,11,0
2016,10,26,12,0
2016,10,26,13,0
2016,10,26,14,0.001532218
2016,10,26,15,0.221546708
2016,10,26,16,0.602289755
2016,10,26,17,0.690860723
2016,10,26,18,0.672954892
2016,10,26,19,0.640944918
2016,10,26,20,0.626922432
2016,10,26,21,0.637301047
2016,10,26,22,0.660547486
2016,10,26,23,0.638259772
2016,10,26,24,0.431530171
2016,10,27,1,0.066605999
2016,10,27,2,1.18E-05
2016,10,27,3,0
2016,10,27,4,0
2016,10,27,5,0
2016,10,27,6,0
2016,10,27,7,0
2016,10,27,8,0
2016,10,27,9,0
2016,10,27,10,0
2016,10,27,11,0
2016,10,27,12,0
2016,10,27,13,0
2016,10,27,14,0.001079964
2016,10,27,15,0.210456001
2016,10,27,16,0.470879827
2016,10,27,17,0.553833059
2016,10,27,18,0.559720606
2016,10,27,19,0.542809658
2016,10,27,20,0.527438912
2016,10,27,21,0.51936388
2016,10,27,22,0.496649037
2016,10,27,23,0.419645325
2016,10,27,24,0.226407287
2016,10,28,1,0.016405991
2016,10,28,2,3.05E-07
2016,10,28,3,0
2016,10,28,4,0
2016,10,28,5,0
2016,10,28,6,0
2016,10,28,7,0
2016,10,28,8,0
2016,10,28,9,0
2016,10,28,10,0
2016,10,28,11,0
2016,10,28,12,0
2016,10,28,13,0
2016,10,28,14,0.001071543
2016,10,28,15,0.12715298
2016,10,28,16,0.300727724
2016,10,28,17,0.400278659
2016,10,28,18,0.439577807
2016,10,28,19,0.456171196
2016,10,28,20,0.460533512
2016,10,28,21,0.458422294
2016,10,28,22,0.435878021
2016,10,28,23,0.382995602
2016,10,28,24,0.253551156
2016,10,29,1,0.05687942
2016,10,29,2,2.79E-06
2016,10,29,3,0
2016,10,29,4,0
2016,10,29,5,0
2016,10,29,6,0
2016,10,29,7,0
2016,10,29,8,0
2016,10,29,9,0
2016,10,29,10,0
2016,10,29,11,0
2016,10,29,12,0
2016,10,29,13,0
2016,10,29,14,0.000719906
2016,10,29,15,0.173595652
2016,10,29,16,0.504836691
2016,10,29,17,0.620392067
2016,10,29,18,0.628857395
2016,10,29,19,0.602487231
2016,10,29,20,0.590317084
2016,10,29,21,0.601824232
2016,10,29,22,0.620881637
2016,10,29,23,0.593773416
2016,10,29,24,0.377576818
2016,10,30,1,0.046085736
2016,10,30,2,7.84E-07
2016,10,30,3,0
2016,10,30,4,0
2016,10,30,5,0
2016,10,30,6,0
2016,10,30,7,0
2016,10,30,8,0
2016,10,30,9,0
2016,10,30,10,0
2016,10,30,11,0
2016,10,30,12,0
2016,10,30,13,0
2016,10,30,14,0.000594781
2016,10,30,15,0.188892405
2016,10,30,16,0.370298348
2016,10,30,17,0.460618226
2016,10,30,18,0.488059929
2016,10,30,19,0.495196771
2016,10,30,20,0.501199628
2016,10,30,21,0.504126646
2016,10,30,22,0.492054413
2016,10,30,23,0.439422174
2016,10,30,24,0.267327135
2016,10,31,1,0.05422535
