Capacity data calculated from MERRA-2 by Lei Duan,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,wind
2015,8,5,17,0.097465802
2015,8,5,18,0.084830253
2015,8,5,19,0.078213934
2015,8,5,20,0.075324637
2015,8,5,21,0.073244931
2015,8,5,22,0.073196718
2015,8,5,23,0.076472029
2015,8,5,24,0.093910755
2015,8,6,1,0.163058842
2015,8,6,2,0.375087339
2015,8,6,3,0.52804326
2015,8,6,4,0.554998299
2015,8,6,5,0.531208174
2015,8,6,6,0.500216653
2015,8,6,7,0.475476628
2015,8,6,8,0.449609858
2015,8,6,9,0.427362213
2015,8,6,10,0.39737406
2015,8,6,11,0.37241425
2015,8,6,12,0.356092057
2015,8,6,13,0.278236501
2015,8,6,14,0.238734434
2015,8,6,15,0.267519848
2015,8,6,16,0.289339642
2015,8,6,17,0.288504831
2015,8,6,18,0.286808946
2015,8,6,19,0.291007272
2015,8,6,20,0.298204491
2015,8,6,21,0.30206513
2015,8,6,22,0.289523552
2015,8,6,23,0.266567113
2015,8,6,24,0.250283978
2015,8,7,1,0.272336402
2015,8,7,2,0.39329792
2015,8,7,3,0.448416605
2015,8,7,4,0.445902098
2015,8,7,5,0.432022314
2015,8,7,6,0.420973408
2015,8,7,7,0.410767863
2015,8,7,8,0.405605264
2015,8,7,9,0.399900018
2015,8,7,10,0.378939276
2015,8,7,11,0.358439149
2015,8,7,12,0.336368271
2015,8,7,13,0.217779944
2015,8,7,14,0.124774959
2015,8,7,15,0.142968142
2015,8,7,16,0.144037731
2015,8,7,17,0.138548947
2015,8,7,18,0.142127886
2015,8,7,19,0.153510446
2015,8,7,20,0.170834674
2015,8,7,21,0.189844433
2015,8,7,22,0.20943592
2015,8,7,23,0.231822392
2015,8,7,24,0.260518391
2015,8,8,1,0.331705163
2015,8,8,2,0.473970122
2015,8,8,3,0.535667455
2015,8,8,4,0.53342118
2015,8,8,5,0.493254967
2015,8,8,6,0.453179589
2015,8,8,7,0.423040185
2015,8,8,8,0.405406221
2015,8,8,9,0.390459765
2015,8,8,10,0.362806935
2015,8,8,11,0.332777001
2015,8,8,12,0.306969889
2015,8,8,13,0.208653216
2015,8,8,14,0.145549219
2015,8,8,15,0.155991726
2015,8,8,16,0.158883688
2015,8,8,17,0.162042349
2015,8,8,18,0.172854323
2015,8,8,19,0.186872548
2015,8,8,20,0.199630973
2015,8,8,21,0.20963243
2015,8,8,22,0.218504335
2015,8,8,23,0.228134271
2015,8,8,24,0.247279918
2015,8,9,1,0.31914573
2015,8,9,2,0.43816507
2015,8,9,3,0.482948046
2015,8,9,4,0.480372839
2015,8,9,5,0.459560294
2015,8,9,6,0.432039523
2015,8,9,7,0.392571453
2015,8,9,8,0.352886503
2015,8,9,9,0.32087047
2015,8,9,10,0.291123606
2015,8,9,11,0.273434662
2015,8,9,12,0.264755407
2015,8,9,13,0.180521155
2015,8,9,14,0.117050563
2015,8,9,15,0.143685792
2015,8,9,16,0.144376615
2015,8,9,17,0.120620319
2015,8,9,18,0.095824549
2015,8,9,19,0.076358021
2015,8,9,20,0.063428078
2015,8,9,21,0.056065158
2015,8,9,22,0.053721591
2015,8,9,23,0.056117942
2015,8,9,24,0.066899262
2015,8,10,1,0.112824292
2015,8,10,2,0.229828197
2015,8,10,3,0.304752942
2015,8,10,4,0.32350642
2015,8,10,5,0.317015802
2015,8,10,6,0.302070919
2015,8,10,7,0.287283781
2015,8,10,8,0.277925181
2015,8,10,9,0.279454547
2015,8,10,10,0.271310241
2015,8,10,11,0.258281994
2015,8,10,12,0.242116025
2015,8,10,13,0.150925808
2015,8,10,14,0.095679775
2015,8,10,15,0.115795482
2015,8,10,16,0.123904446
2015,8,10,17,0.118396712
2015,8,10,18,0.113706238
2015,8,10,19,0.1129184
2015,8,10,20,0.114912683
2015,8,10,21,0.121329565
2015,8,10,22,0.136269898
2015,8,10,23,0.15393739
2015,8,10,24,0.170622922
2015,8,11,1,0.220939329
2015,8,11,2,0.384441248
2015,8,11,3,0.489462148
2015,8,11,4,0.489355108
2015,8,11,5,0.468441917
2015,8,11,6,0.446807512
2015,8,11,7,0.428822167
2015,8,11,8,0.408794032
2015,8,11,9,0.385723672
2015,8,11,10,0.353038632
2015,8,11,11,0.32584869
2015,8,11,12,0.298435648
2015,8,11,13,0.176862354
2015,8,11,14,0.09942954
2015,8,11,15,0.12022854
2015,8,11,16,0.141245406
2015,8,11,17,0.1298451
2015,8,11,18,0.118118016
2015,8,11,19,0.110626244
2015,8,11,20,0.108390239
2015,8,11,21,0.111456709
2015,8,11,22,0.12054681
2015,8,11,23,0.136553249
2015,8,11,24,0.163928058
2015,8,12,1,0.230034233
2015,8,12,2,0.398602345
2015,8,12,3,0.483761231
2015,8,12,4,0.503520717
2015,8,12,5,0.497051546
2015,8,12,6,0.476546582
2015,8,12,7,0.453904746
2015,8,12,8,0.43360623
2015,8,12,9,0.414032519
2015,8,12,10,0.382222707
2015,8,12,11,0.35034983
2015,8,12,12,0.320330062
2015,8,12,13,0.196856315
2015,8,12,14,0.123766955
2015,8,12,15,0.171324224
2015,8,12,16,0.184596208
2015,8,12,17,0.1840245
2015,8,12,18,0.181092889
2015,8,12,19,0.176562191
2015,8,12,20,0.173860655
2015,8,12,21,0.174521342
2015,8,12,22,0.183592578
2015,8,12,23,0.196066306
2015,8,12,24,0.218074711
2015,8,13,1,0.296092555
2015,8,13,2,0.455326732
2015,8,13,3,0.494033458
2015,8,13,4,0.467092922
2015,8,13,5,0.440308654
2015,8,13,6,0.418201013
2015,8,13,7,0.403436328
2015,8,13,8,0.392895362
2015,8,13,9,0.392213636
2015,8,13,10,0.379852453
2015,8,13,11,0.362386864
2015,8,13,12,0.33292501
2015,8,13,13,0.218424652
2015,8,13,14,0.119379519
2015,8,13,15,0.140538938
2015,8,13,16,0.143394891
2015,8,13,17,0.124411671
2015,8,13,18,0.108814401
2015,8,13,19,0.098454581
2015,8,13,20,0.091698388
2015,8,13,21,0.087597682
2015,8,13,22,0.086613904
2015,8,13,23,0.089453229
2015,8,13,24,0.106530441
2015,8,14,1,0.185795513
2015,8,14,2,0.374496851
2015,8,14,3,0.457900614
2015,8,14,4,0.468305264
2015,8,14,5,0.451677322
2015,8,14,6,0.426807483
2015,8,14,7,0.404819064
2015,8,14,8,0.381708787
2015,8,14,9,0.364521623
2015,8,14,10,0.335379287
2015,8,14,11,0.305859941
2015,8,14,12,0.276335837
2015,8,14,13,0.189574856
2015,8,14,14,0.09247363
2015,8,14,15,0.081107475
2015,8,14,16,0.085657216
2015,8,14,17,0.093096907
2015,8,14,18,0.098436227
2015,8,14,19,0.097479148
2015,8,14,20,0.094429283
2015,8,14,21,0.091760421
2015,8,14,22,0.095618323
2015,8,14,23,0.108749148
2015,8,14,24,0.138512073
2015,8,15,1,0.250605201
2015,8,15,2,0.489422877
2015,8,15,3,0.581596262
2015,8,15,4,0.573898767
2015,8,15,5,0.537393104
2015,8,15,6,0.498402868
2015,8,15,7,0.464959749
2015,8,15,8,0.436628956
2015,8,15,9,0.411513277
2015,8,15,10,0.391203204
2015,8,15,11,0.380370152
2015,8,15,12,0.372728954
2015,8,15,13,0.276817303
2015,8,15,14,0.227702627
2015,8,15,15,0.326130606
2015,8,15,16,0.38343521
2015,8,15,17,0.395045026
2015,8,15,18,0.399330866
2015,8,15,19,0.401685508
2015,8,15,20,0.407616457
2015,8,15,21,0.416174948
2015,8,15,22,0.425450749
2015,8,15,23,0.437385039
2015,8,15,24,0.460047412
2015,8,16,1,0.535879618
2015,8,16,2,0.677545162
2015,8,16,3,0.71281559
2015,8,16,4,0.695364483
2015,8,16,5,0.661224676
2015,8,16,6,0.615755646
2015,8,16,7,0.558415781
2015,8,16,8,0.503730014
2015,8,16,9,0.464163287
2015,8,16,10,0.421969061
2015,8,16,11,0.387158975
2015,8,16,12,0.351669587
2015,8,16,13,0.262183731
2015,8,16,14,0.249038582
2015,8,16,15,0.283957748
2015,8,16,16,0.267365212
2015,8,16,17,0.234688542
2015,8,16,18,0.208602481
2015,8,16,19,0.192685238
2015,8,16,20,0.189284907
2015,8,16,21,0.18756851
2015,8,16,22,0.184427916
2015,8,16,23,0.186066324
2015,8,16,24,0.193542531
2015,8,17,1,0.249689662
2015,8,17,2,0.35422809
2015,8,17,3,0.397109707
2015,8,17,4,0.403581772
2015,8,17,5,0.396333667
2015,8,17,6,0.375569409
2015,8,17,7,0.340730228
2015,8,17,8,0.305131513
2015,8,17,9,0.27640153
2015,8,17,10,0.244362024
2015,8,17,11,0.215275082
2015,8,17,12,0.189396517
2015,8,17,13,0.122220327
2015,8,17,14,0.073313632
2015,8,17,15,0.076662242
2015,8,17,16,0.076049151
2015,8,17,17,0.070807232
2015,8,17,18,0.07064915
2015,8,17,19,0.074184669
2015,8,17,20,0.082338549
2015,8,17,21,0.092745898
2015,8,17,22,0.104346732
2015,8,17,23,0.117662357
2015,8,17,24,0.138593747
2015,8,18,1,0.191173573
2015,8,18,2,0.289309929
2015,8,18,3,0.357972279
2015,8,18,4,0.392373967
2015,8,18,5,0.390754585
2015,8,18,6,0.37273846
2015,8,18,7,0.352734207
2015,8,18,8,0.335152931
2015,8,18,9,0.328862862
2015,8,18,10,0.320308374
2015,8,18,11,0.32351041
2015,8,18,12,0.334972241
2015,8,18,13,0.320254614
2015,8,18,14,0.317601878
2015,8,18,15,0.381929744
2015,8,18,16,0.416378856
2015,8,18,17,0.417121286
2015,8,18,18,0.416547687
2015,8,18,19,0.416292374
2015,8,18,20,0.407652351
2015,8,18,21,0.395831093
2015,8,18,22,0.38888029
2015,8,18,23,0.396452507
2015,8,18,24,0.41977927
2015,8,19,1,0.474163848
2015,8,19,2,0.566886599
2015,8,19,3,0.581094776
2015,8,19,4,0.569306694
2015,8,19,5,0.568159029
2015,8,19,6,0.56546205
2015,8,19,7,0.562234578
2015,8,19,8,0.564749811
2015,8,19,9,0.572238501
2015,8,19,10,0.554027752
2015,8,19,11,0.526566751
2015,8,19,12,0.498061942
2015,8,19,13,0.4409942
2015,8,19,14,0.423743271
2015,8,19,15,0.470048006
2015,8,19,16,0.471272469
2015,8,19,17,0.448479382
2015,8,19,18,0.418466558
2015,8,19,19,0.396330067
2015,8,19,20,0.381762658
2015,8,19,21,0.370866221
2015,8,19,22,0.356128782
2015,8,19,23,0.328989761
2015,8,19,24,0.285373329
2015,8,20,1,0.267095945
2015,8,20,2,0.271752556
2015,8,20,3,0.261788923
2015,8,20,4,0.267066938
2015,8,20,5,0.291428736
2015,8,20,6,0.340150079
2015,8,20,7,0.394723206
2015,8,20,8,0.430185711
2015,8,20,9,0.442454881
2015,8,20,10,0.432020096
2015,8,20,11,0.416244961
2015,8,20,12,0.400447806
2015,8,20,13,0.298337451
2015,8,20,14,0.156009549
2015,8,20,15,0.160597783
2015,8,20,16,0.193780457
2015,8,20,17,0.191912495
2015,8,20,18,0.184825948
2015,8,20,19,0.179077729
2015,8,20,20,0.174220881
2015,8,20,21,0.170998899
2015,8,20,22,0.172408267
2015,8,20,23,0.177076442
2015,8,20,24,0.192580661
2015,8,21,1,0.292688774
2015,8,21,2,0.495397391
2015,8,21,3,0.583661731
2015,8,21,4,0.607787396
2015,8,21,5,0.61610513
2015,8,21,6,0.616555397
2015,8,21,7,0.610509319
2015,8,21,8,0.602399241
2015,8,21,9,0.584351998
2015,8,21,10,0.554853276
2015,8,21,11,0.52480596
2015,8,21,12,0.504008273
2015,8,21,13,0.402060937
2015,8,21,14,0.273079586
2015,8,21,15,0.266590433
2015,8,21,16,0.317749198
2015,8,21,17,0.349698924
2015,8,21,18,0.381963458
2015,8,21,19,0.4091318
2015,8,21,20,0.435891994
2015,8,21,21,0.462901908
2015,8,21,22,0.483486824
2015,8,21,23,0.499936077
2015,8,21,24,0.526462893
2015,8,22,1,0.62934914
2015,8,22,2,0.768591475
2015,8,22,3,0.789646184
2015,8,22,4,0.785488136
2015,8,22,5,0.776869787
2015,8,22,6,0.775528414
2015,8,22,7,0.764129235
2015,8,22,8,0.738124552
2015,8,22,9,0.713879465
2015,8,22,10,0.689016917
2015,8,22,11,0.66947212
2015,8,22,12,0.661789197
2015,8,22,13,0.600899278
2015,8,22,14,0.590455015
2015,8,22,15,0.620110764
2015,8,22,16,0.632355209
2015,8,22,17,0.637869243
2015,8,22,18,0.645501476
2015,8,22,19,0.653722798
2015,8,22,20,0.664323068
2015,8,22,21,0.673112143
2015,8,22,22,0.670166424
2015,8,22,23,0.65618343
2015,8,22,24,0.648414319
2015,8,23,1,0.690587767
2015,8,23,2,0.760573373
2015,8,23,3,0.773003834
2015,8,23,4,0.761103862
2015,8,23,5,0.738919563
2015,8,23,6,0.712328376
2015,8,23,7,0.697716323
2015,8,23,8,0.686476136
2015,8,23,9,0.671511667
2015,8,23,10,0.655673918
2015,8,23,11,0.651030517
2015,8,23,12,0.641272534
2015,8,23,13,0.562060702
2015,8,23,14,0.541371635
2015,8,23,15,0.596951099
2015,8,23,16,0.562903599
2015,8,23,17,0.510551591
2015,8,23,18,0.459018094
2015,8,23,19,0.41859318
2015,8,23,20,0.395655699
2015,8,23,21,0.382736449
2015,8,23,22,0.373755504
2015,8,23,23,0.362645753
2015,8,23,24,0.34880096
2015,8,24,1,0.365415684
2015,8,24,2,0.40793294
2015,8,24,3,0.427963566
2015,8,24,4,0.43721333
2015,8,24,5,0.43577347
2015,8,24,6,0.426121317
2015,8,24,7,0.410970455
2015,8,24,8,0.397207444
2015,8,24,9,0.38438758
2015,8,24,10,0.365858478
2015,8,24,11,0.351744912
2015,8,24,12,0.341296686
2015,8,24,13,0.269729452
2015,8,24,14,0.192172633
2015,8,24,15,0.193892091
2015,8,24,16,0.20894163
2015,8,24,17,0.208014475
2015,8,24,18,0.202502149
2015,8,24,19,0.199129758
2015,8,24,20,0.198244583
2015,8,24,21,0.197788187
2015,8,24,22,0.19669429
2015,8,24,23,0.192494647
2015,8,24,24,0.188335938
2015,8,25,1,0.280068147
2015,8,25,2,0.482278527
2015,8,25,3,0.532929443
2015,8,25,4,0.510959113
2015,8,25,5,0.47778196
2015,8,25,6,0.445893501
2015,8,25,7,0.418119675
2015,8,25,8,0.398328309
2015,8,25,9,0.382889353
2015,8,25,10,0.355504789
2015,8,25,11,0.323475623
2015,8,25,12,0.296427262
2015,8,25,13,0.226231194
2015,8,25,14,0.116775679
2015,8,25,15,0.094425756
2015,8,25,16,0.101939843
2015,8,25,17,0.107794274
2015,8,25,18,0.106583255
2015,8,25,19,0.102955171
2015,8,25,20,0.098662189
2015,8,25,21,0.095520511
2015,8,25,22,0.093404448
2015,8,25,23,0.094763001
2015,8,25,24,0.116619629
2015,8,26,1,0.24848887
2015,8,26,2,0.446589911
2015,8,26,3,0.50866182
2015,8,26,4,0.507054378
2015,8,26,5,0.47597095
2015,8,26,6,0.429853383
2015,8,26,7,0.391048384
2015,8,26,8,0.363417441
2015,8,26,9,0.34038752
2015,8,26,10,0.313286777
2015,8,26,11,0.294229788
2015,8,26,12,0.283856653
2015,8,26,13,0.232639154
2015,8,26,14,0.102357063
2015,8,26,15,0.066769792
2015,8,26,16,0.093611982
2015,8,26,17,0.101436514
2015,8,26,18,0.098034672
2015,8,26,19,0.094592327
2015,8,26,20,0.094864185
2015,8,26,21,0.097256299
2015,8,26,22,0.105987469
2015,8,26,23,0.129989404
2015,8,26,24,0.194095734
2015,8,27,1,0.391738391
2015,8,27,2,0.573600848
2015,8,27,3,0.611627278
2015,8,27,4,0.599526105
2015,8,27,5,0.570133795
2015,8,27,6,0.529987866
2015,8,27,7,0.484437525
2015,8,27,8,0.443328693
2015,8,27,9,0.417152248
2015,8,27,10,0.396167599
2015,8,27,11,0.385348742
2015,8,27,12,0.371677489
2015,8,27,13,0.301885138
2015,8,27,14,0.18047297
2015,8,27,15,0.184023142
2015,8,27,16,0.226514554
2015,8,27,17,0.239261172
2015,8,27,18,0.246615233
2015,8,27,19,0.257416268
2015,8,27,20,0.268569642
2015,8,27,21,0.278842168
2015,8,27,22,0.287756266
2015,8,27,23,0.299072635
2015,8,27,24,0.327246598
2015,8,28,1,0.41151016
2015,8,28,2,0.527854765
2015,8,28,3,0.566327827
2015,8,28,4,0.557374962
2015,8,28,5,0.540147105
2015,8,28,6,0.517496383
2015,8,28,7,0.501405585
2015,8,28,8,0.488849004
2015,8,28,9,0.488562026
2015,8,28,10,0.477979739
2015,8,28,11,0.464970745
2015,8,28,12,0.459139609
2015,8,28,13,0.400676456
2015,8,28,14,0.263457531
2015,8,28,15,0.268378793
2015,8,28,16,0.30005092
2015,8,28,17,0.303898617
2015,8,28,18,0.294546163
2015,8,28,19,0.285815977
2015,8,28,20,0.274763466
2015,8,28,21,0.256999085
2015,8,28,22,0.234756572
2015,8,28,23,0.210409903
2015,8,28,24,0.204014377
2015,8,29,1,0.264330953
2015,8,29,2,0.344918866
2015,8,29,3,0.368311163
2015,8,29,4,0.370049419
2015,8,29,5,0.350741226
2015,8,29,6,0.339951707
2015,8,29,7,0.337988432
2015,8,29,8,0.335299277
2015,8,29,9,0.333536602
2015,8,29,10,0.330954505
2015,8,29,11,0.331417471
2015,8,29,12,0.329874535
2015,8,29,13,0.288354983
2015,8,29,14,0.165582598
2015,8,29,15,0.111670424
2015,8,29,16,0.100333848
2015,8,29,17,0.098439401
2015,8,29,18,0.100976507
2015,8,29,19,0.105866258
2015,8,29,20,0.113180424
2015,8,29,21,0.116733395
2015,8,29,22,0.118702454
2015,8,29,23,0.128252797
2015,8,29,24,0.176694445
2015,8,30,1,0.346432478
2015,8,30,2,0.500253539
2015,8,30,3,0.540200582
2015,8,30,4,0.541344522
2015,8,30,5,0.528658283
2015,8,30,6,0.509769742
2015,8,30,7,0.497860233
2015,8,30,8,0.483403195
2015,8,30,9,0.470645826
2015,8,30,10,0.450190062
2015,8,30,11,0.433906662
2015,8,30,12,0.422966805
2015,8,30,13,0.371979151
2015,8,30,14,0.21686407
2015,8,30,15,0.145578337
2015,8,30,16,0.184063924
2015,8,30,17,0.237625241
2015,8,30,18,0.263311447
2015,8,30,19,0.280578627
2015,8,30,20,0.291466241
2015,8,30,21,0.298175831
2015,8,30,22,0.308053216
2015,8,30,23,0.321229905
2015,8,30,24,0.359156348
2015,8,31,1,0.478581551
2015,8,31,2,0.596520499
2015,8,31,3,0.644884637
2015,8,31,4,0.652469221
2015,8,31,5,0.645390094
2015,8,31,6,0.631733111
2015,8,31,7,0.623147195
2015,8,31,8,0.615323367
2015,8,31,9,0.620033906
2015,8,31,10,0.614841575
2015,8,31,11,0.595882027
2015,8,31,12,0.574551598
2015,8,31,13,0.495423479
2015,8,31,14,0.309624103
2015,8,31,15,0.331750426
2015,8,31,16,0.354770604
2015,8,31,17,0.344269448
2015,8,31,18,0.330592906
2015,8,31,19,0.316112041
2015,8,31,20,0.297969933
2015,8,31,21,0.280597825
2015,8,31,22,0.268635644
2015,8,31,23,0.261780681
2015,8,31,24,0.288875316
2015,9,1,1,0.431253493
2015,9,1,2,0.536903301
2015,9,1,3,0.561727044
2015,9,1,4,0.558816735
2015,9,1,5,0.535560687
2015,9,1,6,0.51152485
2015,9,1,7,0.490671235
2015,9,1,8,0.477588873
2015,9,1,9,0.466405987
2015,9,1,10,0.445193614
2015,9,1,11,0.427363641
2015,9,1,12,0.415623783
2015,9,1,13,0.354623271
2015,9,1,14,0.184618042
2015,9,1,15,0.147455765
2015,9,1,16,0.185768921
2015,9,1,17,0.193972946
2015,9,1,18,0.195108727
2015,9,1,19,0.204227548
2015,9,1,20,0.213730112
2015,9,1,21,0.217578697
2015,9,1,22,0.218389123
2015,9,1,23,0.224765726
2015,9,1,24,0.260435419
2015,9,2,1,0.390646169
2015,9,2,2,0.547840612
2015,9,2,3,0.614857849
2015,9,2,4,0.648306513
2015,9,2,5,0.663864737
2015,9,2,6,0.663169751
2015,9,2,7,0.649105316
2015,9,2,8,0.622414773
2015,9,2,9,0.586854112
2015,9,2,10,0.546759774
2015,9,2,11,0.515313361
2015,9,2,12,0.491218684
2015,9,2,13,0.412919901
2015,9,2,14,0.237959633
2015,9,2,15,0.208083123
2015,9,2,16,0.24080808
2015,9,2,17,0.250377474
2015,9,2,18,0.252865882
2015,9,2,19,0.261876991
2015,9,2,20,0.275273437
2015,9,2,21,0.287437245
2015,9,2,22,0.293842609
2015,9,2,23,0.297319038
2015,9,2,24,0.32581669
2015,9,3,1,0.507071608
2015,9,3,2,0.705339958
2015,9,3,3,0.763833486
2015,9,3,4,0.767199273
2015,9,3,5,0.739043883
2015,9,3,6,0.703400274
2015,9,3,7,0.668342337
2015,9,3,8,0.632112851
2015,9,3,9,0.595609873
2015,9,3,10,0.546706516
2015,9,3,11,0.492027961
2015,9,3,12,0.452021403
2015,9,3,13,0.360918415
2015,9,3,14,0.204310714
2015,9,3,15,0.213987327
2015,9,3,16,0.262059976
2015,9,3,17,0.26599953
2015,9,3,18,0.284225416
2015,9,3,19,0.316766627
2015,9,3,20,0.344314553
2015,9,3,21,0.366859164
2015,9,3,22,0.385053146
2015,9,3,23,0.400527784
2015,9,3,24,0.425402717
2015,9,4,1,0.553332287
2015,9,4,2,0.698769096
2015,9,4,3,0.701993349
2015,9,4,4,0.660839263
2015,9,4,5,0.619137156
2015,9,4,6,0.576665119
2015,9,4,7,0.540162706
2015,9,4,8,0.514354941
2015,9,4,9,0.499361887
2015,9,4,10,0.476786192
2015,9,4,11,0.445908035
2015,9,4,12,0.409288329
2015,9,4,13,0.329273022
2015,9,4,14,0.204945901
2015,9,4,15,0.230447081
2015,9,4,16,0.258331688
2015,9,4,17,0.255246718
2015,9,4,18,0.261606249
2015,9,4,19,0.274180767
2015,9,4,20,0.287513898
2015,9,4,21,0.300130134
2015,9,4,22,0.31328069
2015,9,4,23,0.326260575
2015,9,4,24,0.356593925
2015,9,5,1,0.461882627
2015,9,5,2,0.6010118
2015,9,5,3,0.630648731
2015,9,5,4,0.610907503
2015,9,5,5,0.582158059
2015,9,5,6,0.544207809
2015,9,5,7,0.509188528
2015,9,5,8,0.481393
2015,9,5,9,0.457371438
2015,9,5,10,0.423363256
2015,9,5,11,0.394584531
2015,9,5,12,0.374059599
2015,9,5,13,0.314794715
2015,9,5,14,0.22162912
2015,9,5,15,0.297354205
2015,9,5,16,0.352432257
2015,9,5,17,0.361897958
2015,9,5,18,0.367382868
2015,9,5,19,0.375649483
2015,9,5,20,0.384169812
2015,9,5,21,0.390305195
2015,9,5,22,0.393509514
2015,9,5,23,0.399050878
2015,9,5,24,0.424449613
2015,9,6,1,0.497654072
2015,9,6,2,0.583382329
2015,9,6,3,0.594145717
2015,9,6,4,0.591871391
2015,9,6,5,0.584059932
2015,9,6,6,0.581025628
2015,9,6,7,0.586779593
2015,9,6,8,0.588068396
2015,9,6,9,0.581605669
2015,9,6,10,0.55997826
2015,9,6,11,0.535780122
2015,9,6,12,0.518997922
2015,9,6,13,0.458580144
2015,9,6,14,0.358822335
2015,9,6,15,0.456480421
2015,9,6,16,0.490271682
2015,9,6,17,0.455435784
2015,9,6,18,0.423614476
2015,9,6,19,0.40775141
2015,9,6,20,0.399852866
2015,9,6,21,0.393741968
2015,9,6,22,0.385996868
2015,9,6,23,0.372413411
2015,9,6,24,0.369466348
2015,9,7,1,0.46478282
2015,9,7,2,0.592440498
2015,9,7,3,0.595512533
2015,9,7,4,0.566497196
2015,9,7,5,0.526015676
2015,9,7,6,0.484746571
2015,9,7,7,0.449517152
2015,9,7,8,0.424844661
2015,9,7,9,0.408411524
2015,9,7,10,0.386689917
2015,9,7,11,0.374014155
2015,9,7,12,0.360041701
2015,9,7,13,0.312208373
2015,9,7,14,0.175744159
2015,9,7,15,0.161225983
2015,9,7,16,0.198756398
2015,9,7,17,0.199881923
2015,9,7,18,0.199324433
2015,9,7,19,0.198399638
2015,9,7,20,0.196869127
2015,9,7,21,0.200948021
2015,9,7,22,0.212359284
2015,9,7,23,0.232532257
2015,9,7,24,0.267394824
2015,9,8,1,0.352570765
2015,9,8,2,0.459930861
2015,9,8,3,0.466983894
2015,9,8,4,0.445357451
2015,9,8,5,0.424689629
2015,9,8,6,0.396239704
2015,9,8,7,0.379371766
2015,9,8,8,0.363579804
