Capacity data calculated from MERRA-2 by Lei Duan,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,wind
2016,10,14,21,0.581972181
2016,10,14,22,0.627386106
2016,10,14,23,0.679440452
2016,10,14,24,0.797422353
2016,10,15,1,0.904364536
2016,10,15,2,0.930695192
2016,10,15,3,0.928221094
2016,10,15,4,0.92436995
2016,10,15,5,0.915901332
2016,10,15,6,0.898587817
2016,10,15,7,0.877588106
2016,10,15,8,0.858743688
2016,10,15,9,0.843133096
2016,10,15,10,0.822645255
2016,10,15,11,0.794815532
2016,10,15,12,0.77354208
2016,10,15,13,0.748010857
2016,10,15,14,0.683033019
2016,10,15,15,0.545757263
2016,10,15,16,0.472984425
2016,10,15,17,0.496403631
2016,10,15,18,0.500924404
2016,10,15,19,0.470235433
2016,10,15,20,0.435775759
2016,10,15,21,0.39693498
2016,10,15,22,0.360631002
2016,10,15,23,0.348690452
2016,10,15,24,0.415250684
2016,10,16,1,0.477419642
2016,10,16,2,0.518366578
2016,10,16,3,0.544090393
2016,10,16,4,0.575805903
2016,10,16,5,0.608532286
2016,10,16,6,0.624113268
2016,10,16,7,0.628099425
2016,10,16,8,0.639940685
2016,10,16,9,0.654474342
2016,10,16,10,0.666345201
2016,10,16,11,0.682187243
2016,10,16,12,0.691725977
2016,10,16,13,0.705831766
2016,10,16,14,0.652642222
2016,10,16,15,0.536150352
2016,10,16,16,0.509900775
2016,10,16,17,0.590780216
2016,10,16,18,0.687058101
2016,10,16,19,0.732679385
2016,10,16,20,0.753187888
2016,10,16,21,0.758528394
2016,10,16,22,0.752283743
2016,10,16,23,0.756689826
2016,10,16,24,0.817132911
2016,10,17,1,0.854976564
2016,10,17,2,0.849474834
2016,10,17,3,0.82149546
2016,10,17,4,0.788581246
2016,10,17,5,0.767093803
2016,10,17,6,0.749941176
2016,10,17,7,0.721215809
2016,10,17,8,0.6957504
2016,10,17,9,0.67028877
2016,10,17,10,0.637138738
2016,10,17,11,0.608814772
2016,10,17,12,0.589899984
2016,10,17,13,0.58016016
2016,10,17,14,0.540405877
2016,10,17,15,0.436302762
2016,10,17,16,0.435446858
2016,10,17,17,0.518955955
2016,10,17,18,0.580028156
2016,10,17,19,0.617240143
2016,10,17,20,0.639754197
2016,10,17,21,0.654737504
2016,10,17,22,0.666601427
2016,10,17,23,0.691328809
2016,10,17,24,0.769367287
2016,10,18,1,0.8143215
2016,10,18,2,0.810570271
2016,10,18,3,0.799278555
2016,10,18,4,0.790922119
2016,10,18,5,0.783127185
2016,10,18,6,0.766082803
2016,10,18,7,0.750226043
2016,10,18,8,0.737414973
2016,10,18,9,0.716984567
2016,10,18,10,0.676415549
2016,10,18,11,0.635770098
2016,10,18,12,0.597032099
2016,10,18,13,0.562052282
2016,10,18,14,0.448250039
2016,10,18,15,0.265058271
2016,10,18,16,0.25747921
2016,10,18,17,0.243888451
2016,10,18,18,0.214267114
2016,10,18,19,0.199313157
2016,10,18,20,0.198685681
2016,10,18,21,0.199860802
2016,10,18,22,0.198798108
2016,10,18,23,0.203345552
2016,10,18,24,0.258348639
2016,10,19,1,0.354528329
2016,10,19,2,0.420211517
2016,10,19,3,0.44105075
2016,10,19,4,0.430669183
2016,10,19,5,0.404409981
2016,10,19,6,0.371673602
2016,10,19,7,0.343855062
2016,10,19,8,0.321854639
2016,10,19,9,0.30380227
2016,10,19,10,0.289244344
2016,10,19,11,0.28264354
2016,10,19,12,0.284853606
2016,10,19,13,0.287510858
2016,10,19,14,0.243653093
2016,10,19,15,0.126363958
2016,10,19,16,0.130942056
2016,10,19,17,0.159162463
2016,10,19,18,0.147894841
2016,10,19,19,0.139235188
2016,10,19,20,0.146746649
2016,10,19,21,0.167540585
2016,10,19,22,0.200508055
2016,10,19,23,0.243075629
2016,10,19,24,0.350875891
2016,10,20,1,0.483924419
2016,10,20,2,0.48910812
2016,10,20,3,0.460429763
2016,10,20,4,0.425389235
2016,10,20,5,0.407210701
2016,10,20,6,0.411651891
2016,10,20,7,0.43421597
2016,10,20,8,0.451513484
2016,10,20,9,0.463273414
2016,10,20,10,0.458315793
2016,10,20,11,0.450444649
2016,10,20,12,0.440360892
2016,10,20,13,0.429518896
2016,10,20,14,0.385938062
2016,10,20,15,0.327929482
2016,10,20,16,0.30478975
2016,10,20,17,0.280167074
2016,10,20,18,0.258406758
2016,10,20,19,0.24524115
2016,10,20,20,0.237174125
2016,10,20,21,0.230689459
2016,10,20,22,0.220328853
2016,10,20,23,0.202188036
2016,10,20,24,0.232579334
2016,10,21,1,0.321746614
2016,10,21,2,0.400776145
2016,10,21,3,0.477793139
2016,10,21,4,0.531676745
2016,10,21,5,0.55199074
2016,10,21,6,0.554811367
2016,10,21,7,0.551756994
2016,10,21,8,0.543552327
2016,10,21,9,0.536667344
2016,10,21,10,0.528610139
2016,10,21,11,0.526431638
2016,10,21,12,0.531036858
2016,10,21,13,0.540178614
2016,10,21,14,0.512027838
2016,10,21,15,0.325616987
2016,10,21,16,0.253312751
2016,10,21,17,0.345169743
2016,10,21,18,0.365546102
2016,10,21,19,0.348282142
2016,10,21,20,0.331380534
2016,10,21,21,0.315055674
2016,10,21,22,0.291259959
2016,10,21,23,0.271347677
2016,10,21,24,0.379481614
2016,10,22,1,0.46133507
2016,10,22,2,0.506532902
2016,10,22,3,0.523945178
2016,10,22,4,0.535716069
2016,10,22,5,0.54813569
2016,10,22,6,0.547519165
2016,10,22,7,0.539469055
2016,10,22,8,0.526235822
2016,10,22,9,0.50575844
2016,10,22,10,0.476642401
2016,10,22,11,0.456515556
2016,10,22,12,0.451455962
2016,10,22,13,0.458587764
2016,10,22,14,0.423450326
2016,10,22,15,0.268912735
2016,10,22,16,0.157720329
2016,10,22,17,0.223510308
2016,10,22,18,0.328981565
2016,10,22,19,0.371999303
2016,10,22,20,0.399418289
2016,10,22,21,0.414320796
2016,10,22,22,0.424238529
2016,10,22,23,0.474349121
2016,10,22,24,0.649690209
2016,10,23,1,0.749981888
2016,10,23,2,0.784961884
2016,10,23,3,0.797828721
2016,10,23,4,0.799009018
2016,10,23,5,0.784443533
2016,10,23,6,0.764894931
2016,10,23,7,0.738825057
2016,10,23,8,0.713650587
2016,10,23,9,0.68791576
2016,10,23,10,0.65190279
2016,10,23,11,0.618426608
2016,10,23,12,0.586194601
2016,10,23,13,0.558497217
2016,10,23,14,0.481184454
2016,10,23,15,0.316132703
2016,10,23,16,0.347124015
2016,10,23,17,0.348097144
2016,10,23,18,0.327484407
2016,10,23,19,0.299637333
2016,10,23,20,0.279334372
2016,10,23,21,0.263808493
2016,10,23,22,0.252697098
2016,10,23,23,0.254976579
2016,10,23,24,0.402281198
2016,10,24,1,0.59725177
2016,10,24,2,0.661553594
2016,10,24,3,0.649846644
2016,10,24,4,0.615253167
2016,10,24,5,0.571555355
2016,10,24,6,0.524899568
2016,10,24,7,0.485144587
2016,10,24,8,0.45035928
2016,10,24,9,0.419565963
2016,10,24,10,0.382978253
2016,10,24,11,0.353805189
2016,10,24,12,0.326046657
2016,10,24,13,0.29741973
2016,10,24,14,0.248520164
2016,10,24,15,0.158193363
2016,10,24,16,0.147009596
2016,10,24,17,0.165324304
2016,10,24,18,0.171647376
2016,10,24,19,0.179139779
2016,10,24,20,0.186426375
2016,10,24,21,0.191680569
2016,10,24,22,0.197339341
2016,10,24,23,0.22099525
2016,10,24,24,0.400671403
2016,10,25,1,0.639280199
2016,10,25,2,0.723941879
2016,10,25,3,0.723366748
2016,10,25,4,0.697283869
2016,10,25,5,0.663153101
2016,10,25,6,0.626504769
2016,10,25,7,0.586887037
2016,10,25,8,0.547781437
2016,10,25,9,0.513965671
2016,10,25,10,0.484606474
2016,10,25,11,0.470866394
2016,10,25,12,0.461249187
2016,10,25,13,0.458507773
2016,10,25,14,0.434807071
2016,10,25,15,0.350325816
2016,10,25,16,0.334019325
2016,10,25,17,0.409300982
2016,10,25,18,0.46753772
2016,10,25,19,0.510076338
2016,10,25,20,0.545192762
2016,10,25,21,0.562782571
2016,10,25,22,0.560468411
2016,10,25,23,0.56233516
2016,10,25,24,0.605671228
2016,10,26,1,0.659151668
2016,10,26,2,0.637963159
2016,10,26,3,0.616773544
2016,10,26,4,0.601665838
2016,10,26,5,0.585791332
2016,10,26,6,0.575385356
2016,10,26,7,0.564588486
2016,10,26,8,0.549965134
2016,10,26,9,0.528194661
2016,10,26,10,0.490291692
2016,10,26,11,0.452550232
2016,10,26,12,0.427030084
2016,10,26,13,0.409953491
2016,10,26,14,0.373340807
2016,10,26,15,0.250902334
2016,10,26,16,0.224670984
2016,10,26,17,0.237155429
2016,10,26,18,0.225416977
2016,10,26,19,0.211405512
2016,10,26,20,0.204098676
2016,10,26,21,0.193662521
2016,10,26,22,0.178451476
2016,10,26,23,0.160272674
2016,10,26,24,0.194577843
2016,10,27,1,0.252410872
2016,10,27,2,0.305265204
2016,10,27,3,0.339701895
2016,10,27,4,0.361018152
2016,10,27,5,0.368091577
2016,10,27,6,0.369532076
2016,10,27,7,0.372192145
2016,10,27,8,0.370925605
2016,10,27,9,0.363090969
2016,10,27,10,0.350471993
2016,10,27,11,0.340352469
2016,10,27,12,0.333833509
2016,10,27,13,0.325290661
2016,10,27,14,0.31052828
2016,10,27,15,0.214725524
2016,10,27,16,0.124899469
2016,10,27,17,0.138832055
2016,10,27,18,0.158993089
2016,10,27,19,0.1600136
2016,10,27,20,0.162773641
2016,10,27,21,0.172854919
2016,10,27,22,0.197970122
2016,10,27,23,0.293066052
2016,10,27,24,0.535492601
2016,10,28,1,0.694516755
2016,10,28,2,0.782529735
2016,10,28,3,0.817246957
2016,10,28,4,0.827064554
2016,10,28,5,0.826733637
2016,10,28,6,0.817481716
2016,10,28,7,0.801453687
2016,10,28,8,0.78336663
2016,10,28,9,0.764740093
2016,10,28,10,0.749300213
2016,10,28,11,0.742353037
2016,10,28,12,0.732588998
2016,10,28,13,0.718393575
2016,10,28,14,0.669627894
2016,10,28,15,0.507382108
2016,10,28,16,0.378969486
2016,10,28,17,0.43798325
2016,10,28,18,0.495276081
2016,10,28,19,0.504473774
2016,10,28,20,0.512053468
2016,10,28,21,0.518862145
2016,10,28,22,0.519983868
2016,10,28,23,0.538254581
2016,10,28,24,0.595385764
2016,10,29,1,0.659411086
2016,10,29,2,0.656902206
2016,10,29,3,0.637441122
2016,10,29,4,0.608708541
2016,10,29,5,0.578947277
2016,10,29,6,0.56043842
2016,10,29,7,0.543587656
2016,10,29,8,0.524663706
2016,10,29,9,0.510126844
2016,10,29,10,0.495247282
2016,10,29,11,0.485288421
2016,10,29,12,0.478498981
2016,10,29,13,0.46808803
2016,10,29,14,0.427922181
2016,10,29,15,0.290842157
2016,10,29,16,0.307019769
2016,10,29,17,0.369491932
2016,10,29,18,0.357090726
2016,10,29,19,0.33822556
2016,10,29,20,0.341595406
2016,10,29,21,0.358099425
2016,10,29,22,0.374721664
2016,10,29,23,0.3907546
2016,10,29,24,0.444872962
2016,10,30,1,0.508049995
2016,10,30,2,0.519383885
2016,10,30,3,0.517265639
2016,10,30,4,0.515073943
2016,10,30,5,0.512609782
2016,10,30,6,0.50781536
2016,10,30,7,0.496337022
2016,10,30,8,0.476819381
2016,10,30,9,0.453280158
2016,10,30,10,0.41187349
2016,10,30,11,0.372468446
2016,10,30,12,0.347253863
2016,10,30,13,0.328405548
2016,10,30,14,0.29405299
2016,10,30,15,0.235371497
2016,10,30,16,0.188503501
2016,10,30,17,0.173851652
2016,10,30,18,0.178284889
2016,10,30,19,0.177084201
2016,10,30,20,0.176614799
2016,10,30,21,0.176751012
2016,10,30,22,0.176654945
2016,10,30,23,0.185717419
2016,10,30,24,0.293049349
2016,10,31,1,0.43282356
2016,10,31,2,0.512231356
2016,10,31,3,0.548342821
2016,10,31,4,0.566487249
2016,10,31,5,0.571817748
2016,10,31,6,0.570259415
2016,10,31,7,0.573201936
2016,10,31,8,0.581724907
2016,10,31,9,0.586840849
2016,10,31,10,0.587479546
2016,10,31,11,0.591561753
2016,10,31,12,0.608770185
2016,10,31,13,0.63876228
2016,10,31,14,0.644879837
2016,10,31,15,0.585882025
2016,10,31,16,0.639189421
2016,10,31,17,0.732247281
2016,10,31,18,0.778523947
2016,10,31,19,0.796270561
2016,10,31,20,0.795331052
2016,10,31,21,0.785430603
2016,10,31,22,0.769192543
2016,10,31,23,0.774098572
2016,10,31,24,0.826546971
2016,11,1,1,0.861684083
2016,11,1,2,0.853885328
2016,11,1,3,0.842147684
2016,11,1,4,0.824923532
2016,11,1,5,0.805230103
2016,11,1,6,0.789660817
2016,11,1,7,0.761657799
2016,11,1,8,0.720284251
2016,11,1,9,0.668345908
2016,11,1,10,0.596164735
2016,11,1,11,0.526229646
2016,11,1,12,0.470062976
2016,11,1,13,0.429606279
2016,11,1,14,0.381156443
2016,11,1,15,0.26448823
2016,11,1,16,0.198226235
2016,11,1,17,0.194213815
2016,11,1,18,0.239871959
2016,11,1,19,0.264015744
2016,11,1,20,0.280347525
2016,11,1,21,0.290362299
2016,11,1,22,0.293913304
2016,11,1,23,0.315232981
2016,11,1,24,0.423832596
2016,11,2,1,0.499955942
2016,11,2,2,0.520875554
2016,11,2,3,0.523900556
2016,11,2,4,0.531649116
2016,11,2,5,0.532827721
2016,11,2,6,0.516052949
2016,11,2,7,0.489462853
2016,11,2,8,0.46407313
2016,11,2,9,0.449639793
2016,11,2,10,0.419846
2016,11,2,11,0.390525206
2016,11,2,12,0.367864572
2016,11,2,13,0.347877457
2016,11,2,14,0.317298454
2016,11,2,15,0.230446091
2016,11,2,16,0.169189052
2016,11,2,17,0.153157369
2016,11,2,18,0.156346143
2016,11,2,19,0.162082104
2016,11,2,20,0.163082702
2016,11,2,21,0.164721533
2016,11,2,22,0.17120375
2016,11,2,23,0.195860981
2016,11,2,24,0.268054593
2016,11,3,1,0.321918303
2016,11,3,2,0.33737973
2016,11,3,3,0.339838676
2016,11,3,4,0.343883224
2016,11,3,5,0.355794281
2016,11,3,6,0.377398319
2016,11,3,7,0.405045219
2016,11,3,8,0.425726188
2016,11,3,9,0.438225296
2016,11,3,10,0.43660524
2016,11,3,11,0.429040545
2016,11,3,12,0.422406728
2016,11,3,13,0.419694373
2016,11,3,14,0.411558402
2016,11,3,15,0.288447676
2016,11,3,16,0.157917781
2016,11,3,17,0.112041157
2016,11,3,18,0.102150073
2016,11,3,19,0.105579719
2016,11,3,20,0.10427991
2016,11,3,21,0.0982552
2016,11,3,22,0.091792175
2016,11,3,23,0.106995155
2016,11,3,24,0.125070974
2016,11,4,1,0.145174851
2016,11,4,2,0.161447607
2016,11,4,3,0.178141072
2016,11,4,4,0.211567929
2016,11,4,5,0.249617504
2016,11,4,6,0.278485236
2016,11,4,7,0.303165272
2016,11,4,8,0.322328187
2016,11,4,9,0.332833206
2016,11,4,10,0.319462126
2016,11,4,11,0.298384973
2016,11,4,12,0.28295173
2016,11,4,13,0.270614604
2016,11,4,14,0.253444807
2016,11,4,15,0.180275182
2016,11,4,16,0.090824401
2016,11,4,17,0.059750189
2016,11,4,18,0.062693443
2016,11,4,19,0.074259405
2016,11,4,20,0.0821986
2016,11,4,21,0.079657317
2016,11,4,22,0.078434877
2016,11,4,23,0.106024165
2016,11,4,24,0.171603615
2016,11,5,1,0.278052386
2016,11,5,2,0.363039982
2016,11,5,3,0.423007199
2016,11,5,4,0.463683182
2016,11,5,5,0.486075562
2016,11,5,6,0.491678066
2016,11,5,7,0.482958881
2016,11,5,8,0.466081236
2016,11,5,9,0.444479864
2016,11,5,10,0.407241815
2016,11,5,11,0.363272866
2016,11,5,12,0.330493456
2016,11,5,13,0.310983565
2016,11,5,14,0.295550418
2016,11,5,15,0.198846421
2016,11,5,16,0.112068501
2016,11,5,17,0.087998244
2016,11,5,18,0.112718386
2016,11,5,19,0.146574225
2016,11,5,20,0.167684318
2016,11,5,21,0.180144981
2016,11,5,22,0.194071925
2016,11,5,23,0.274956882
2016,11,5,24,0.41096815
2016,11,6,1,0.516399746
2016,11,6,2,0.572228108
2016,11,6,3,0.606682479
2016,11,6,4,0.635537716
2016,11,6,5,0.657324515
2016,11,6,6,0.668956281
2016,11,6,7,0.665214837
2016,11,6,8,0.645109763
2016,11,6,9,0.610306216
2016,11,6,10,0.567166568
2016,11,6,11,0.530802462
2016,11,6,12,0.509915322
2016,11,6,13,0.503932893
2016,11,6,14,0.498168702
2016,11,6,15,0.381962557
2016,11,6,16,0.299846833
2016,11,6,17,0.353141224
2016,11,6,18,0.442879255
2016,11,6,19,0.486951935
2016,11,6,20,0.509872934
2016,11,6,21,0.512015223
2016,11,6,22,0.504251793
2016,11,6,23,0.535989261
2016,11,6,24,0.621816593
2016,11,7,1,0.676016486
2016,11,7,2,0.678170962
2016,11,7,3,0.669813033
2016,11,7,4,0.659398367
2016,11,7,5,0.646138785
2016,11,7,6,0.615523149
2016,11,7,7,0.58606476
2016,11,7,8,0.558179036
2016,11,7,9,0.53731415
2016,11,7,10,0.510378489
2016,11,7,11,0.485954547
2016,11,7,12,0.466136088
2016,11,7,13,0.448516024
2016,11,7,14,0.419347665
2016,11,7,15,0.283708082
2016,11,7,16,0.210784633
2016,11,7,17,0.24725908
2016,11,7,18,0.269188145
2016,11,7,19,0.280257854
2016,11,7,20,0.289690072
2016,11,7,21,0.302886421
2016,11,7,22,0.317860193
2016,11,7,23,0.325073185
2016,11,7,24,0.392452384
2016,11,8,1,0.443538935
2016,11,8,2,0.449753865
2016,11,8,3,0.434943264
2016,11,8,4,0.4211673
2016,11,8,5,0.413330368
2016,11,8,6,0.41023747
2016,11,8,7,0.414337621
2016,11,8,8,0.420445284
2016,11,8,9,0.424224467
2016,11,8,10,0.428134395
2016,11,8,11,0.434488859
2016,11,8,12,0.434969783
2016,11,8,13,0.434606919
2016,11,8,14,0.424358161
2016,11,8,15,0.328701792
2016,11,8,16,0.307151748
2016,11,8,17,0.289745284
2016,11,8,18,0.270636222
2016,11,8,19,0.261227303
2016,11,8,20,0.256715858
2016,11,8,21,0.254357581
2016,11,8,22,0.256726552
2016,11,8,23,0.305027333
2016,11,8,24,0.408500787
2016,11,9,1,0.505400537
2016,11,9,2,0.544789937
2016,11,9,3,0.549984785
2016,11,9,4,0.538781003
2016,11,9,5,0.519410811
2016,11,9,6,0.502504981
2016,11,9,7,0.49321553
2016,11,9,8,0.482352342
2016,11,9,9,0.470089315
2016,11,9,10,0.461870937
2016,11,9,11,0.455965597
2016,11,9,12,0.456442969
2016,11,9,13,0.459216453
2016,11,9,14,0.452671317
2016,11,9,15,0.342986836
2016,11,9,16,0.194475413
2016,11,9,17,0.126035088
2016,11,9,18,0.146839644
2016,11,9,19,0.165732094
2016,11,9,20,0.181075255
2016,11,9,21,0.185780841
2016,11,9,22,0.192691611
2016,11,9,23,0.309812618
2016,11,9,24,0.43097975
2016,11,10,1,0.516484501
2016,11,10,2,0.583749425
2016,11,10,3,0.632664521
2016,11,10,4,0.669234078
2016,11,10,5,0.698351895
2016,11,10,6,0.717885697
2016,11,10,7,0.725998511
2016,11,10,8,0.719388381
2016,11,10,9,0.699377386
2016,11,10,10,0.672217567
2016,11,10,11,0.648798488
2016,11,10,12,0.626877749
2016,11,10,13,0.606772586
2016,11,10,14,0.574912268
2016,11,10,15,0.391334859
2016,11,10,16,0.234041262
2016,11,10,17,0.334704014
2016,11,10,18,0.404395109
2016,11,10,19,0.432264727
2016,11,10,20,0.437276194
2016,11,10,21,0.433971332
2016,11,10,22,0.428907825
2016,11,10,23,0.473966117
2016,11,10,24,0.583287629
2016,11,11,1,0.655652027
2016,11,11,2,0.694854262
2016,11,11,3,0.711411054
2016,11,11,4,0.710415965
2016,11,11,5,0.692031659
2016,11,11,6,0.664610292
2016,11,11,7,0.635482082
2016,11,11,8,0.60083254
2016,11,11,9,0.564939018
2016,11,11,10,0.5300306
2016,11,11,11,0.500103286
2016,11,11,12,0.474504785
2016,11,11,13,0.454619068
2016,11,11,14,0.418955362
2016,11,11,15,0.289204023
2016,11,11,16,0.239440294
2016,11,11,17,0.221129672
2016,11,11,18,0.216619586
2016,11,11,19,0.21877338
2016,11,11,20,0.227769523
2016,11,11,21,0.243016649
2016,11,11,22,0.26028181
2016,11,11,23,0.310891127
2016,11,11,24,0.454966469
2016,11,12,1,0.562396072
2016,11,12,2,0.603338611
2016,11,12,3,0.618275132
2016,11,12,4,0.618877615
2016,11,12,5,0.617553805
2016,11,12,6,0.617829574
2016,11,12,7,0.618233109
2016,11,12,8,0.613942834
2016,11,12,9,0.60623286
2016,11,12,10,0.595714752
2016,11,12,11,0.585140762
2016,11,12,12,0.570868023
2016,11,12,13,0.558745713
2016,11,12,14,0.539861272
2016,11,12,15,0.428270942
2016,11,12,16,0.279488795
2016,11,12,17,0.32451925
2016,11,12,18,0.356923744
2016,11,12,19,0.358377121
2016,11,12,20,0.367788099
2016,11,12,21,0.373069356
2016,11,12,22,0.378121774
2016,11,12,23,0.448448851
2016,11,12,24,0.564445308
2016,11,13,1,0.661513266
2016,11,13,2,0.730165672
2016,11,13,3,0.77071718
2016,11,13,4,0.794016515
2016,11,13,5,0.804526584
2016,11,13,6,0.809105261
2016,11,13,7,0.808270713
2016,11,13,8,0.802211012
2016,11,13,9,0.792174192
2016,11,13,10,0.77372432
2016,11,13,11,0.757379476
2016,11,13,12,0.740199169
2016,11,13,13,0.722077998
2016,11,13,14,0.693167592
2016,11,13,15,0.520229148
2016,11,13,16,0.340943503
2016,11,13,17,0.396895695
2016,11,13,18,0.512318095
2016,11,13,19,0.516661754
2016,11,13,20,0.511324356
2016,11,13,21,0.502041576
2016,11,13,22,0.494916648
2016,11,13,23,0.535897101
2016,11,13,24,0.639816975
2016,11,14,1,0.673512111
2016,11,14,2,0.692724218
2016,11,14,3,0.694496972
2016,11,14,4,0.682768633
2016,11,14,5,0.669142012
2016,11,14,6,0.66114424
2016,11,14,7,0.651498183
2016,11,14,8,0.640161083
2016,11,14,9,0.620740246
2016,11,14,10,0.584651626
2016,11,14,11,0.544620904
2016,11,14,12,0.512060136
2016,11,14,13,0.484696273
2016,11,14,14,0.456681034
2016,11,14,15,0.336944217
2016,11,14,16,0.208022292
2016,11,14,17,0.165899447
2016,11,14,18,0.185352236
2016,11,14,19,0.206634443
2016,11,14,20,0.225211286
2016,11,14,21,0.242988405
2016,11,14,22,0.25344626
2016,11,14,23,0.286947235
2016,11,14,24,0.321280207
2016,11,15,1,0.341748677
2016,11,15,2,0.363249148
2016,11,15,3,0.387298848
2016,11,15,4,0.422481631
2016,11,15,5,0.46573792
2016,11,15,6,0.5041815
2016,11,15,7,0.536157863
2016,11,15,8,0.565061118
2016,11,15,9,0.583586251
2016,11,15,10,0.591795832
2016,11,15,11,0.592437831
2016,11,15,12,0.591918641
2016,11,15,13,0.590598341
2016,11,15,14,0.585353775
2016,11,15,15,0.452026302
2016,11,15,16,0.187472208
2016,11,15,17,0.164996444
2016,11,15,18,0.216355074
2016,11,15,19,0.230545492
2016,11,15,20,0.235540466
2016,11,15,21,0.233212543
2016,11,15,22,0.215681323
2016,11,15,23,0.268659782
2016,11,15,24,0.344915977
2016,11,16,1,0.406716583
2016,11,16,2,0.448855021
2016,11,16,3,0.476370147
2016,11,16,4,0.500324647
2016,11,16,5,0.527756401
2016,11,16,6,0.551232476
2016,11,16,7,0.569161851
2016,11,16,8,0.586123339
2016,11,16,9,0.598922363
2016,11,16,10,0.606642487
2016,11,16,11,0.62261909
2016,11,16,12,0.640591113
2016,11,16,13,0.648341894
2016,11,16,14,0.65870231
2016,11,16,15,0.548126865
2016,11,16,16,0.317633446
2016,11,16,17,0.275149724
2016,11,16,18,0.458948181
2016,11,16,19,0.588082935
2016,11,16,20,0.635355365
2016,11,16,21,0.654037019
2016,11,16,22,0.667849051
2016,11,16,23,0.706886427
2016,11,16,24,0.775439731
2016,11,17,1,0.81227798
2016,11,17,2,0.804708007
2016,11,17,3,0.779742711
2016,11,17,4,0.754207987
2016,11,17,5,0.731638912
2016,11,17,6,0.715775154
2016,11,17,7,0.703063587
2016,11,17,8,0.692879013
2016,11,17,9,0.681684352
2016,11,17,10,0.658453321
2016,11,17,11,0.637548984
2016,11,17,12,0.626679715
2016,11,17,13,0.61729747
2016,11,17,14,0.60837647
2016,11,17,15,0.559076423
2016,11,17,16,0.551004859
2016,11,17,17,0.591989668
2016,11,17,18,0.620735609
2016,11,17,19,0.644328151
2016,11,17,20,0.660466505
2016,11,17,21,0.682470744
2016,11,17,22,0.713056119
2016,11,17,23,0.737438616
2016,11,17,24,0.755090448
2016,11,18,1,0.759671562
2016,11,18,2,0.755913669
2016,11,18,3,0.754772397
2016,11,18,4,0.755224432
2016,11,18,5,0.753880485
2016,11,18,6,0.753341743
2016,11,18,7,0.747472862
2016,11,18,8,0.743826563
2016,11,18,9,0.748880611
2016,11,18,10,0.756312071
2016,11,18,11,0.760080953
2016,11,18,12,0.765369128
2016,11,18,13,0.764822029
2016,11,18,14,0.760362585
2016,11,18,15,0.749005749
2016,11,18,16,0.783720691
2016,11,18,17,0.793470334
2016,11,18,18,0.783543775
2016,11,18,19,0.773271853
2016,11,18,20,0.769084981
2016,11,18,21,0.762989712
2016,11,18,22,0.749019527
2016,11,18,23,0.719756552
2016,11,18,24,0.697783558
2016,11,19,1,0.703575447
2016,11,19,2,0.678426524
2016,11,19,3,0.644966962
2016,11,19,4,0.6116498
2016,11,19,5,0.582578903
2016,11,19,6,0.5601257
2016,11,19,7,0.541247977
2016,11,19,8,0.519002126
2016,11,19,9,0.492438845
2016,11,19,10,0.451173204
2016,11,19,11,0.407941362
2016,11,19,12,0.381254949
2016,11,19,13,0.362733456
2016,11,19,14,0.346478769
2016,11,19,15,0.26343104
2016,11,19,16,0.263035113
2016,11,19,17,0.309867037
2016,11,19,18,0.334887591
2016,11,19,19,0.351055376
2016,11,19,20,0.362585051
2016,11,19,21,0.37013462
2016,11,19,22,0.3682796
2016,11,19,23,0.367794818
2016,11,19,24,0.489599791
2016,11,20,1,0.545319622
2016,11,20,2,0.55646822
2016,11,20,3,0.554803489
2016,11,20,4,0.573183518
2016,11,20,5,0.587053365
2016,11,20,6,0.589490335
2016,11,20,7,0.580182791
2016,11,20,8,0.568365486
2016,11,20,9,0.555699196
2016,11,20,10,0.527011297
2016,11,20,11,0.501210743
2016,11,20,12,0.481041534
2016,11,20,13,0.465812129
2016,11,20,14,0.447727344
2016,11,20,15,0.339383855
2016,11,20,16,0.293864141
2016,11,20,17,0.312631188
2016,11,20,18,0.308608944
2016,11,20,19,0.288048872
2016,11,20,20,0.261474939
2016,11,20,21,0.234993328
2016,11,20,22,0.208694535
2016,11,20,23,0.258249882
2016,11,20,24,0.410098993
2016,11,21,1,0.511241348
2016,11,21,2,0.55683082
2016,11,21,3,0.563717217
2016,11,21,4,0.55237837
2016,11,21,5,0.539169786
2016,11,21,6,0.524994687
2016,11,21,7,0.50086423
2016,11,21,8,0.476381427
2016,11,21,9,0.457527594
2016,11,21,10,0.427827879
2016,11,21,11,0.398140881
2016,11,21,12,0.388331079
2016,11,21,13,0.395409045
2016,11,21,14,0.405456102
2016,11,21,15,0.352842447
2016,11,21,16,0.279479305
2016,11,21,17,0.273359217
2016,11,21,18,0.323779945
2016,11,21,19,0.388463303
2016,11,21,20,0.420790203
2016,11,21,21,0.444559056
2016,11,21,22,0.46848937
2016,11,21,23,0.575384456
2016,11,21,24,0.719582453
2016,11,22,1,0.746094792
2016,11,22,2,0.737253129
2016,11,22,3,0.720049395
2016,11,22,4,0.706951044
2016,11,22,5,0.691814588
2016,11,22,6,0.680757662
2016,11,22,7,0.667053199
2016,11,22,8,0.659018013
2016,11,22,9,0.642499708
2016,11,22,10,0.630752764
2016,11,22,11,0.626025339
